"","Suburb","Population.density.2015","year","population","POSTCODE"
"1597","SUNSHINE",2103,2011,9238,3020
"1598","SUNSHINE",2103,2012,9361,3020
"1599","SUNSHINE",2103,2015,9951,3020
"1600","SUNSHINE",2103,2006,8345,3020
"1601","SUNSHINE",2103,2014,9810,3020
"1602","SUNSHINE",2103,2009,8936,3020
"1603","SUNSHINE",2103,2007,8473,3020
"1604","SUNSHINE",2103,2013,9592,3020
"1605","SUNSHINE",2103,2008,8710,3020
"1606","SUNSHINE",2103,2010,9129,3020
"1607","SUNSHINE NORTH",1464.4,2011,11108,3020
"1608","SUNSHINE NORTH",1464.4,2012,11275,3020
"1609","SUNSHINE NORTH",1464.4,2015,11749,3020
"1610","SUNSHINE NORTH",1464.4,2005,10473,3020
"1611","SUNSHINE NORTH",1464.4,2006,10505,3020
"1612","SUNSHINE NORTH",1464.4,2007,10525,3020
"1613","SUNSHINE NORTH",1464.4,2009,10770,3020
"1614","SUNSHINE NORTH",1464.4,2008,10592,3020
"1615","SUNSHINE NORTH",1464.4,2010,10982,3020
"1616","SUNSHINE NORTH",1464.4,2014,11610,3020
"1617","SUNSHINE NORTH",1464.4,2013,11429,3020
"1618","SUNSHINE WEST",1452.4,2013,18117,3020
"1619","SUNSHINE WEST",1452.4,2014,18489,3020
"1620","SUNSHINE WEST",1452.4,2006,16450,3020
"1621","SUNSHINE WEST",1452.4,2012,17845,3020
"1622","SUNSHINE WEST",1452.4,2005,16443,3020
"1623","SUNSHINE WEST",1452.4,2008,16629,3020
"1624","SUNSHINE WEST",1452.4,2011,17512,3020
"1625","SUNSHINE WEST",1452.4,2007,16444,3020
"1626","SUNSHINE WEST",1452.4,2010,17303,3020
"1627","SUNSHINE WEST",1452.4,2015,18836,3020
"1628","SUNSHINE WEST",1452.4,2009,17042,3020
"1629","SYDENHAM",3145.9,2010,11924,3037
"1630","SYDENHAM",3145.9,2013,12259,3037
"1631","SYDENHAM",3145.9,2006,11187,3037
"1632","SYDENHAM",3145.9,2011,12058,3037
"1633","SYDENHAM",3145.9,2009,11750,3037
"1634","SYDENHAM",3145.9,2014,12349,3037
"1635","SYDENHAM",3145.9,2005,11061,3037
"1636","SYDENHAM",3145.9,2008,11573,3037
"1637","SYDENHAM",3145.9,2007,11421,3037
"1638","SYDENHAM",3145.9,2015,12421,3037
"1639","SYDENHAM",3145.9,2012,12162,3037
"1640","TARNEIT",546.5,2014,31424,3029
"1641","TARNEIT",546.5,2009,16290,3029
"1642","TARNEIT",546.5,2005,5683,3029
"1643","TARNEIT",546.5,2007,10753,3029
"1644","TARNEIT",546.5,2013,28139,3029
"1645","TARNEIT",546.5,2008,13456,3029
"1646","TARNEIT",546.5,2012,25875,3029
"1647","TARNEIT",546.5,2010,19632,3029
"1648","TARNEIT",546.5,2011,22534,3029
"1649","TARNEIT",546.5,2015,33950,3029
"1650","TARNEIT",546.5,2006,7740,3029
"1651","TAYLORS HILL",3057.9,2007,10309,3037
"1652","TAYLORS HILL",3057.9,2014,17788,3037
"1653","TAYLORS HILL",3057.9,2015,18276,3037
"1654","TAYLORS HILL",3057.9,2009,13753,3037
"1655","TAYLORS HILL",3057.9,2005,6073,3037
"1656","TAYLORS HILL",3057.9,2013,17325,3037
"1657","TAYLORS HILL",3057.9,2006,8253,3037
"1658","TAYLORS HILL",3057.9,2011,16011,3037
"1659","TAYLORS HILL",3057.9,2008,12082,3037
"1660","TAYLORS HILL",3057.9,2012,16693,3037
"1661","TAYLORS HILL",3057.9,2010,15210,3037
"1662","TAYLORS LAKES",1006,2011,18954,3038
"1663","TAYLORS LAKES",1006,2005,18687,3038
"1664","TAYLORS LAKES",1006,2010,19125,3038
"1665","TAYLORS LAKES",1006,2009,19258,3038
"1666","TAYLORS LAKES",1006,2007,19101,3038
"1667","TAYLORS LAKES",1006,2006,18900,3038
"1668","TAYLORS LAKES",1006,2008,19194,3038
"1669","TAYLORS LAKES",1006,2012,18792,3038
"1670","TAYLORS LAKES",1006,2013,18706,3038
"1671","TAYLORS LAKES",1006,2015,18574,3038
"1672","TAYLORS LAKES",1006,2014,18618,3038
"1673","TEMPLESTOWE",1071,2015,17261,3106
"1674","TEMPLESTOWE",1071,2014,17257,3106
"1675","TEMPLESTOWE",1071,2011,17344,3106
"1676","TEMPLESTOWE",1071,2006,17208,3106
"1677","TEMPLESTOWE",1071,2010,17371,3106
"1678","TEMPLESTOWE",1071,2005,17178,3106
"1679","TEMPLESTOWE",1071,2012,17346,3106
"1680","TEMPLESTOWE",1071,2009,17376,3106
"1681","TEMPLESTOWE",1071,2008,17314,3106
"1682","TEMPLESTOWE",1071,2013,17278,3106
"1683","TEMPLESTOWE",1071,2007,17267,3106
"1684","TEMPLESTOWE LOWER",2402.4,2006,13505,3107
"1685","TEMPLESTOWE LOWER",2402.4,2008,13687,3107
"1686","TEMPLESTOWE LOWER",2402.4,2013,13895,3107
"1687","TEMPLESTOWE LOWER",2402.4,2007,13590,3107
"1688","TEMPLESTOWE LOWER",2402.4,2015,14266,3107
"1689","TEMPLESTOWE LOWER",2402.4,2010,13816,3107
"1690","TEMPLESTOWE LOWER",2402.4,2014,13955,3107
"1691","TEMPLESTOWE LOWER",2402.4,2005,13460,3107
"1692","TEMPLESTOWE LOWER",2402.4,2009,13781,3107
"1693","TEMPLESTOWE LOWER",2402.4,2012,13817,3107
"1694","TEMPLESTOWE LOWER",2402.4,2011,13792,3107
"1695","THOMASTOWN",1460.1,2015,21441,3074
"1696","THOMASTOWN",1460.1,2009,21512,3074
"1697","THOMASTOWN",1460.1,2007,21328,3074
"1698","THOMASTOWN",1460.1,2012,21396,3074
"1699","THOMASTOWN",1460.1,2013,21360,3074
"1700","THOMASTOWN",1460.1,2014,21398,3074
"1701","THOMASTOWN",1460.1,2006,21422,3074
"1702","THOMASTOWN",1460.1,2008,21398,3074
"1703","THOMASTOWN",1460.1,2005,21570,3074
"1704","THOMASTOWN",1460.1,2010,21526,3074
"1705","THOMASTOWN",1460.1,2011,21430,3074
"1706","THORNBURY",3863.4,2015,19306,3712
"1707","THORNBURY",3863.4,2010,18177,3712
"1708","THORNBURY",3863.4,2012,18489,3712
"1709","THORNBURY",3863.4,2009,18064,3712
"1710","THORNBURY",3863.4,2014,18997,3712
"1711","THORNBURY",3863.4,2005,17193,3712
"1712","THORNBURY",3863.4,2013,18834,3712
"1713","THORNBURY",3863.4,2006,17368,3712
"1714","THORNBURY",3863.4,2007,17622,3712
"1715","THORNBURY",3863.4,2011,18258,3712
"1716","THORNBURY",3863.4,2008,17880,3712
"1717","TOORAK",3261.3,2013,13879,3142
"1718","TOORAK",3261.3,2011,13768,3142
"1719","TOORAK",3261.3,2009,13979,3142
"1720","TOORAK",3261.3,2014,13944,3142
"1721","TOORAK",3261.3,2015,14086,3142
"1722","TOORAK",3261.3,2010,13939,3142
"1723","TOORAK",3261.3,2005,13672,3142
"1724","TOORAK",3261.3,2006,13765,3142
"1725","TOORAK",3261.3,2012,13816,3142
"1726","TOORAK",3261.3,2008,13956,3142
"1727","TOORAK",3261.3,2007,13861,3142
"1728","TRUGANINA",741.8,2014,17463,3029
"1729","TRUGANINA",741.8,2010,9365,3029
"1730","TRUGANINA",741.8,2013,14954,3029
"1731","TRUGANINA",741.8,2011,11544,3029
"1732","TRUGANINA",741.8,2009,7527,3029
"1733","TRUGANINA",741.8,2012,13481,3029
"1734","TRUGANINA",741.8,2007,4347,3029
"1735","TRUGANINA",741.8,2006,3128,3029
"1736","TRUGANINA",741.8,2008,5770,3029
"1737","TRUGANINA",741.8,2005,2457,3029
"1738","TRUGANINA",741.8,2015,20035,3029
"1739","TULLAMARINE",1752.3,2011,6545,3043
"1740","TULLAMARINE",1752.3,2008,6605,3043
"1741","TULLAMARINE",1752.3,2012,6561,3043
"1742","TULLAMARINE",1752.3,2009,6605,3043
"1743","TULLAMARINE",1752.3,2006,6583,3043
"1744","TULLAMARINE",1752.3,2015,6763,3043
"1745","TULLAMARINE",1752.3,2014,6700,3043
"1746","TULLAMARINE",1752.3,2007,6594,3043
"1747","TULLAMARINE",1752.3,2010,6580,3043
"1748","TULLAMARINE",1752.3,2013,6595,3043
"1749","TULLAMARINE",1752.3,2005,6581,3043
"1750","VERMONT",2313.3,2008,9988,3133
"1751","VERMONT",2313.3,2011,10261,3133
"1752","VERMONT",2313.3,2005,9561,3133
"1753","VERMONT",2313.3,2014,10501,3133
"1754","VERMONT",2313.3,2006,9705,3133
"1755","VERMONT",2313.3,2009,10147,3133
"1756","VERMONT",2313.3,2013,10483,3133
"1757","VERMONT",2313.3,2007,9860,3133
"1758","VERMONT",2313.3,2012,10352,3133
"1759","VERMONT",2313.3,2015,10663,3133
"1760","VERMONT",2313.3,2010,10214,3133
"1761","VERMONT SOUTH",1970.6,2009,11968,3133
"1762","VERMONT SOUTH",1970.6,2007,11915,3133
"1763","VERMONT SOUTH",1970.6,2011,11891,3133
"1764","VERMONT SOUTH",1970.6,2006,11905,3133
"1765","VERMONT SOUTH",1970.6,2008,11906,3133
"1766","VERMONT SOUTH",1970.6,2013,12003,3133
"1767","VERMONT SOUTH",1970.6,2012,11967,3133
"1768","VERMONT SOUTH",1970.6,2005,11865,3133
"1769","VERMONT SOUTH",1970.6,2010,11964,3133
"1770","VERMONT SOUTH",1970.6,2014,12155,3133
"1771","VERMONT SOUTH",1970.6,2015,12186,3133
"1772","WANTIRNA",1696.9,2010,14339,3152
"1773","WANTIRNA",1696.9,2009,14334,3152
"1774","WANTIRNA",1696.9,2014,14144,3152
"1775","WANTIRNA",1696.9,2007,14383,3152
"1776","WANTIRNA",1696.9,2015,14095,3152
"1777","WANTIRNA",1696.9,2005,14383,3152
"1778","WANTIRNA",1696.9,2011,14320,3152
"1779","WANTIRNA",1696.9,2012,14224,3152
"1780","WANTIRNA",1696.9,2006,14361,3152
"1781","WANTIRNA",1696.9,2008,14329,3152
"1782","WANTIRNA",1696.9,2013,14118,3152
"1783","WANTIRNA SOUTH",1392,2005,18191,3152
"1784","WANTIRNA SOUTH",1392,2015,18599,3152
"1785","WANTIRNA SOUTH",1392,2013,18188,3152
"1786","WANTIRNA SOUTH",1392,2010,18270,3152
"1787","WANTIRNA SOUTH",1392,2012,18044,3152
"1788","WANTIRNA SOUTH",1392,2006,18278,3152
"1789","WANTIRNA SOUTH",1392,2014,18293,3152
"1790","WANTIRNA SOUTH",1392,2011,18176,3152
"1791","WANTIRNA SOUTH",1392,2008,18309,3152
"1792","WANTIRNA SOUTH",1392,2009,18304,3152
"1793","WANTIRNA SOUTH",1392,2007,18238,3152
"1794","WATSONIA",2480.7,2014,9367,3087
"1795","WATSONIA",2480.7,2008,9263,3087
"1796","WATSONIA",2480.7,2010,9308,3087
"1797","WATSONIA",2480.7,2013,9338,3087
"1798","WATSONIA",2480.7,2015,9391,3087
"1799","WATSONIA",2480.7,2009,9310,3087
"1800","WATSONIA",2480.7,2011,9320,3087
"1801","WATSONIA",2480.7,2005,9077,3087
"1802","WATSONIA",2480.7,2006,9036,3087
"1803","WATSONIA",2480.7,2012,9308,3087
"1804","WATSONIA",2480.7,2007,9174,3087
"1805","WERRIBEE",241.7,2014,32100,3030
"1806","WERRIBEE",241.7,2013,31984,3030
"1807","WERRIBEE",241.7,2015,32733,3030
"1808","WERRIBEE",241.7,2010,30643,3030
"1809","WERRIBEE",241.7,2012,31375,3030
"1810","WERRIBEE",241.7,2011,30834,3030
"1811","WERRIBEE",241.7,2005,29466,3030
"1812","WERRIBEE",241.7,2009,30428,3030
"1813","WERRIBEE",241.7,2006,29683,3030
"1814","WERRIBEE",241.7,2008,30089,3030
"1815","WERRIBEE",241.7,2007,29843,3030
"1816","WHEELERS HILL",1977.7,2013,20090,3150
"1817","WHEELERS HILL",1977.7,2009,20416,3150
"1818","WHEELERS HILL",1977.7,2008,20431,3150
"1819","WHEELERS HILL",1977.7,2006,20627,3150
"1820","WHEELERS HILL",1977.7,2005,20642,3150
"1821","WHEELERS HILL",1977.7,2010,20295,3150
"1822","WHEELERS HILL",1977.7,2014,20519,3150
"1823","WHEELERS HILL",1977.7,2012,20154,3150
"1824","WHEELERS HILL",1977.7,2007,20489,3150
"1825","WHEELERS HILL",1977.7,2015,20669,3150
"1826","WHEELERS HILL",1977.7,2011,20125,3150
"1827","WILLIAMSTOWN",2127.1,2014,15528,3016
"1828","WILLIAMSTOWN",2127.1,2013,15389,3016
"1829","WILLIAMSTOWN",2127.1,2010,15393,3016
"1830","WILLIAMSTOWN",2127.1,2005,14550,3016
"1831","WILLIAMSTOWN",2127.1,2009,15400,3016
"1832","WILLIAMSTOWN",2127.1,2007,14950,3016
"1833","WILLIAMSTOWN",2127.1,2011,15354,3016
"1834","WILLIAMSTOWN",2127.1,2008,15119,3016
"1835","WILLIAMSTOWN",2127.1,2012,15419,3016
"1836","WILLIAMSTOWN",2127.1,2006,14751,3016
"1837","WILLIAMSTOWN",2127.1,2015,15628,3016
"1838","WYNDHAM VALE",181.6,2006,10658,3024
"1839","WYNDHAM VALE",181.6,2005,9754,3024
"1840","WYNDHAM VALE",181.6,2007,11838,3024
"1841","WYNDHAM VALE",181.6,2008,13168,3024
"1842","WYNDHAM VALE",181.6,2011,17687,3024
"1843","WYNDHAM VALE",181.6,2012,19545,3024
"1844","WYNDHAM VALE",181.6,2014,22352,3024
"1845","WYNDHAM VALE",181.6,2010,16365,3024
"1846","WYNDHAM VALE",181.6,2015,23293,3024
"1847","WYNDHAM VALE",181.6,2009,14688,3024
"1848","WYNDHAM VALE",181.6,2013,21336,3024
"1849","YARRAVILLE",2726.5,2011,14325,3013
"1850","YARRAVILLE",2726.5,2013,14798,3013
"1851","YARRAVILLE",2726.5,2005,13006,3013
"1852","YARRAVILLE",2726.5,2010,14185,3013
"1853","YARRAVILLE",2726.5,2007,13536,3013
"1854","YARRAVILLE",2726.5,2014,15095,3013
"1855","YARRAVILLE",2726.5,2006,13205,3013
"1856","YARRAVILLE",2726.5,2015,15324,3013
"1857","YARRAVILLE",2726.5,2008,13815,3013
"1858","YARRAVILLE",2726.5,2012,14563,3013
"1859","YARRAVILLE",2726.5,2009,14030,3013
