"","POSTCODE","Suburb","Top country of birth","rang0n4","rang5n9","rang10n14","rang15n19","rang20n24","rang25n44","rang45n64","rang65n69","rang70n74","rang75n79","rang80n84","above85","total","Born overseas, %","Born in non-English speaking country, %","Top country of birth__1","Top country of birth, persons","Top country of birth, %","Children","Adult","Elderly"
"306",3215,"Bell Post Hill","Croatia",5.3,4.8,5.8,6.3,5.7,22.6,28.3,8.1,5.6,3.5,2.5,1.6,5032,29.8,25.1,"Croatia",406,4.4,15.9,62.9,21.3
"307",3215,"North Geelong","Croatia",6.1,4.6,3.4,5.1,7.8,26.1,24.4,5.4,3.8,4.3,3.8,5.1,2441,27.5,22.5,"Croatia",166,3.8,14.1,63.4,22.4
"308",3215,"Drumcondra","England",6.8,3.7,4.7,4.8,5.7,21.2,34.7,7.1,4.2,1.9,2.5,2.6,645,15.4,8.6,"England",58,5.1,15.2,66.4,18.3
"309",3216,"Belmont","England",5.8,5.3,5.1,5.6,7.5,28.2,22.9,4.7,3.7,3.6,3.7,3.9,13952,14.8,8.1,"England",858,3.3,16.2,64.2,19.6
"310",3216,"Grovedale","England",6.4,6.1,5.7,6.2,6.5,27.1,24,5.4,3.3,2.7,3,3.5,14675,13.6,6.7,"England",1088,4,18.2,63.8,17.9
"311",3216,"Highton","England",5.3,6.1,6.3,6.7,8.1,23.5,27,5.2,4.2,3.2,2.5,1.9,17516,17.9,9.9,"England",1262,3.9,17.7,65.3,17
"312",3216,"Marshall","England",6.2,4.7,4.4,4.3,5.1,28.1,16,2,3.3,6.3,9.6,10,1380,12.2,6.2,"England",94,3.8,15.3,53.5,31.2
"313",3216,"Wandana Heights","England",5,5.3,8.4,10,8.3,21.1,32,4.4,2,1.7,0.9,0.7,2063,16.4,7.9,"England",172,4.6,18.7,71.4,9.7
"314",3216,"Waurn Ponds","England",10.4,8.3,8.3,6.4,7.8,33.9,19,2.8,1.5,0.8,0.4,0.4,3393,13.9,6.5,"England",278,4.3,27,67.1,5.9
"315",3218,"Geelong West","England",7.8,6.1,4.8,4.8,9.3,34.2,21.5,2.9,2.5,2.1,2.1,1.9,6876,16.8,11.2,"England",360,2.8,18.7,69.8,11.5
"316",3218,"Herne Hill","England",5.3,5,5.3,6.1,7.8,29.8,24.2,3.7,4.2,3.6,2.6,2.5,3445,11.2,6.6,"England",166,2.7,15.6,67.9,16.6
"317",3218,"Manifold Heights","England",6.8,6.1,4.9,6,8.1,27.1,26.8,3.7,3,3,2.8,1.9,2641,12.6,7.4,"England",96,1.9,17.8,68,14.4
"318",3219,"Newcomb","England",4.8,4.7,4.7,5.4,7,24.9,25.5,5.4,5.4,5.1,3.7,3.3,4611,17.5,10.3,"England",364,4.2,14.2,62.8,22.9
"319",3219,"East Geelong","England",7,5.2,5.1,4.7,7.2,31.7,27.2,3.6,2.2,2.1,1.7,2.2,3973,13.4,6.6,"England",246,3.3,17.3,70.8,11.8
"320",3219,"Thomson","England",5.8,4.5,4.9,5.5,9,30.5,25.2,3.3,4.3,2.4,2.1,2.6,1595,16,7.9,"England",148,5.2,15.2,70.2,14.7
"321",3219,"Whittington","England",6.9,6.6,7.5,6.7,6.3,25.1,25.4,5.4,3.7,2.1,2.1,2.3,4258,13.9,7.9,"England",284,3.7,21,63.5,15.6
"322",3219,"Breakwater","England",6.4,5.2,3.5,7.1,10.3,26.1,21.1,7.9,4.4,4.2,2,1.7,1095,14.8,8.9,"England",70,3.6,15.1,64.6,20.2
"323",3220,"Newtown","England",5.6,6.7,6.9,7.4,6.8,24.2,27.7,4.7,3.1,2.4,2.3,2.4,10033,13.3,7.4,"England",588,3.2,19.2,66.1,14.9
"324",3220,"Geelong","England",3.8,3.5,3.4,5.6,10.5,30.5,26.3,4.5,2.8,3.3,2.6,3.2,4885,20.9,15,"England",324,3.7,10.7,72.9,16.4
"325",3221,"Lovely Banks","Croatia",5.6,7.4,8.5,7.8,6.6,31.6,22.9,2.6,2.3,2.2,1.4,1.1,1387,20.3,17.5,"Croatia",74,2.9,21.5,68.9,9.6
"326",3221,"Moolap","England",1.7,4,9.7,8.1,5.3,19.7,29.8,9,4.6,3.7,1.1,3.3,544,13.2,8.9,"England",42,4.1,15.4,62.9,21.7
"327",3350,"Ballarat East","England",6,5.3,5.2,6.4,9.3,26.2,22.1,5.1,3.6,3.6,3.3,3.7,5482,9.6,4.8,"England",272,2.7,16.5,64,19.3
"328",3350,"Ballarat Central","England",6.3,5.3,5.2,6.5,10,28.3,24.4,3.8,3.7,2.5,2.1,1.9,5703,11,6.2,"England",222,2.1,16.8,69.2,14
"329",3350,"Mount Clear","England",6,4.7,5.7,8.4,12.1,25.5,23.8,4.9,3,2.3,2,1.7,3015,11.1,6.5,"England",118,2.1,16.4,69.8,13.9
"330",3350,"Black Hill","England",6.9,6.1,6,6.3,8.7,26.5,24.3,3.8,3.5,3.1,2.4,2.3,4922,8.6,4.3,"England",220,2.4,19,65.8,15.1
"331",3350,"Lake Wendouree","England",5.4,6.2,5.8,7,5.8,18.2,28.3,4.7,3.8,4.1,4.8,5.8,2936,10.3,5.8,"England",118,2.2,17.4,59.3,23.2
"332",3350,"Alfredton","England",7.2,8,8.4,8.9,5.8,26.4,25,3.3,2.9,1.7,1.3,1.1,7614,10.2,5.4,"England",300,2.2,23.6,66.1,10.3
"333",3350,"Newington","England",5.3,5.3,7.3,16.2,6.9,20.3,24,4.9,3.2,2,2.2,2.5,1931,8.4,4.5,"England",60,1.6,17.9,67.4,14.8
"334",3350,"Soldiers Hill","England",7.6,6.2,4.8,5.5,10.7,30.7,22.9,3.3,3,2.4,1.7,1.2,2898,10.1,5.2,"England",134,2.5,18.6,69.8,11.6
"335",3350,"Ballarat North","England",6.1,5.7,6,6,7.6,24.8,23.4,5.7,3.9,3.6,3.7,3.6,4044,7,3.1,"England",154,2,17.8,61.8,20.5
"336",3350,"Mount Pleasant","England",7.6,7.7,6.7,7.5,10,27.6,22.3,2.7,2.4,2.4,1.3,1.8,2164,8.9,4.7,"England",88,2.2,22,67.4,10.6
"337",3350,"Redan","England",6.1,3.9,5.4,5.8,10.2,28,24.4,4.4,3.9,2.9,2.8,2.2,3052,7.6,4.1,"England",134,2.4,15.4,68.4,16.2
"338",3350,"Canadian","England",8.1,6.4,6.2,6.2,10.4,31.4,20.9,3.7,2.6,1.4,1.3,1.6,3304,10.7,6.7,"England",110,1.8,20.7,68.9,10.6
"339",3350,"Mount Helen","England",5.2,6.2,4.6,12.9,17.9,20.3,21.5,5,2.7,1.9,1.4,0.4,2643,9.9,4.9,"England",96,2,16,72.6,11.4
"340",3350,"Eureka","England",6.8,3.1,4.8,7.2,11.5,27.2,24.6,4.3,3.4,2.5,3.4,1.4,651,9,5.4,"England",34,2.9,14.7,70.5,15
"341",3350,"Bakery Hill","India",0,5.1,1.7,10.1,14,30.3,32.6,2.8,1.1,0,1.1,1.1,178,14.4,12,"India",34,10.1,6.8,87,6.1
"342",3350,"Golden Point","England",6.1,4.8,5.1,6.5,11.9,28.7,23.7,4,3.1,1.7,2.7,1.7,2261,11.4,6.9,"England",102,2.5,16,70.8,13.2
"343",3350,"Invermay Park","England",5.1,8.7,8.9,7.3,4.3,21.7,30.2,4.9,4.8,3,0.6,0.5,1923,4.1,2,"England",48,1.3,22.7,63.5,13.8
"344",3350,"Nerrina","England",9,6.8,9.3,8.7,4.2,30.1,27.4,2,1.3,0.4,0.6,0.3,711,5.9,2.5,"England",18,1.4,25.1,70.4,4.6
"345",3352,"Magpie","England",5.7,8.5,8.2,6.6,6.8,19.7,35.2,5.5,1.9,0.8,0,1.1,366,7.4,2.5,"England",14,2.2,22.4,68.3,9.3
"346",3352,"Miners Rest","England",10.6,8.6,6.2,6.1,7.5,37.5,18.8,1.2,1.9,0.7,0.7,0.2,2423,6.7,2.3,"England",82,1.8,25.4,69.9,4.7
"347",3352,"Mitchell Park","China",7,5.4,4.9,7.9,14.1,31.3,20.6,3.9,2.8,1.8,0.4,0,569,8.8,5.7,"China",38,3.7,17.3,73.9,8.9
"348",3355,"Wendouree","England",6.6,5.8,5.4,7.4,7.1,22.7,21.8,6.2,5.4,4.6,3.7,3.4,10902,7.8,4.5,"England",470,2.4,17.8,59,23.3
"349",3355,"Lake Gardens","England",5,8.4,8.6,6.6,5.2,21.6,25.7,5.6,5.6,4.1,2.1,1.5,1717,15.6,7.5,"England",118,3.6,22,59.1,18.9
"350",3356,"Sebastopol","England",6.9,5.9,5.6,6.6,8.9,26.2,21.5,4.7,4.1,3.9,2.8,2.9,9808,9.1,5,"England",412,2.4,18.4,63.2,18.4
"351",3356,"Delacombe","England",7.2,6.9,7.5,7.7,7.6,26.6,23.8,4.1,3,2.7,1.6,1.3,5172,7.5,3.9,"England",202,2.2,21.6,65.7,12.7
"352",3357,"Buninyong","England",8.2,7.9,6.5,6.5,6.7,24.1,27.6,4.7,3.5,2.2,1.4,0.7,2721,10.1,2.8,"England",254,5,22.6,64.9,12.5
"353",3364,"Ascot","England",6.3,6.4,7.5,7.7,7.1,26,27.7,6.2,2.4,1.2,1.4,0.1,1399,4.3,2.3,"England",24,0.9,20.2,68.5,11.3
"354",3381,"Bellfield","India",6,6.2,4.9,5.7,8.8,33.4,22.9,2.3,3.1,2.1,2.9,1.6,1811,32.3,27.5,"India",138,4.3,17.1,70.8,12
"355",3465,"Craigieburn","India",9.8,8.1,7.3,7.3,7.7,35.6,19.6,2,1.3,0.8,0.5,0.2,36549,33.6,28.5,"India",3682,5.9,25.2,70.2,4.8
"356",3550,"Bendigo","England",4.8,5.6,5.9,6.1,11,26.9,25.7,3.9,2.9,2.7,2.1,2.5,5908,9.5,4.9,"England",262,2.5,16.3,69.7,14.1
"357",3550,"Kennington","England",5.3,4.7,5.3,6.7,11.2,22.9,22.3,4.6,3.8,4.2,3.9,5,5956,10.8,7.4,"England",220,2,15.3,63.1,21.5
"358",3550,"North Bendigo","India",6.6,6.7,5.5,6,8.5,27.2,21.1,4.4,3.2,3.3,2.8,4.6,4040,9.6,6.6,"India",140,1.9,18.8,62.8,18.3
"359",3550,"White Hills","England",7.3,6,6.9,6,6.3,26.2,24.8,5.4,3.8,3.1,2.1,2,3404,5.8,3.3,"England",116,1.9,20.2,63.3,16.4
"360",3550,"Long Gully","England",6.9,6.5,6.6,7,6.8,25.6,22.2,5.3,4.6,3.9,2.9,1.6,3400,5.9,2.8,"England",116,1.8,20,61.6,18.3
"361",3550,"Flora Hill","England",5.8,4.8,5.1,11.1,18.4,24.6,17.6,2.9,2.8,2.1,2.1,2.6,3944,8.9,5.8,"England",132,1.8,15.7,71.7,12.5
"362",3550,"Quarry Hill","England",7,6.6,6.4,6.4,11.3,27.4,23.7,3.2,2.7,1.8,1.9,1.5,2385,6.2,3.2,"England",94,2.1,20,68.8,11.1
"363",3550,"Spring Gully","England",6.5,6.8,6.3,6.8,7.7,21.2,27.5,4.2,3.4,2.8,4,2.8,3006,6.7,3.2,"England",142,2.5,19.6,63.2,17.2
"364",3550,"Ironbark","England",5.5,5,5.3,7,8.8,26.8,27.3,3.9,3.8,1.6,2.2,3,1136,5.7,3.3,"England",56,2.8,15.8,69.9,14.5
"365",3550,"East Bendigo","England",5.4,5,4.4,6.2,8.9,24.8,24.6,4.7,4.9,3.7,3.3,4,2187,6.3,3.5,"England",88,2.1,14.8,64.5,20.6
"366",3550,"Strathdale","England",6,5.3,6.7,7.8,6.3,19.7,28.6,5.4,4.8,3.7,2.8,2.8,5760,7.8,4.6,"England",272,2.5,18,62.4,19.5
"367",3550,"West Bendigo","Papua New Guinea",5.6,4.8,5.6,5.4,9.3,26.3,31.4,5.4,2,2.8,1.4,0,354,6.7,2.9,"Papua New Guinea",24,3.5,16,72.4,11.6
"368",3551,"Strathfieldsaye","England",9.2,9.8,8.6,7.2,4,28.9,23.9,3.5,2.4,1.2,0.7,0.5,4439,5.6,2.5,"England",152,1.8,27.6,64,8.3
"369",3551,"Huntly","England",7.3,6.6,6.9,8.4,6.8,24,29.7,3.2,2.8,2.3,1.3,0.5,1235,4.3,1.6,"England",42,1.8,20.8,68.9,10.1
"370",3551,"Epsom","New Zealand",10.3,9,5.9,6.2,6.6,36.4,18.7,2.1,2.1,1.7,0.5,0.6,2803,5.3,3.2,"New Zealand",46,0.9,25.2,67.9,7
"371",3551,"Maiden Gully","England",9.4,8.7,8.2,8.8,5.2,30.1,23.5,2.6,1.7,0.9,0.4,0.6,3837,3.4,1.7,"England",114,1.6,26.3,67.6,6.2
"372",3551,"Junortoun","England",7.4,9.2,10,6.2,3,28,24.4,4.4,3.5,2.5,1.2,0.2,1020,7.4,2.8,"England",44,2.4,26.6,61.6,11.8
"373",3555,"Kangaroo Flat","England",6.6,6.2,5.5,6,7.1,25.2,23.8,4.8,5.1,3.9,3.2,2.7,9896,6.8,3.5,"England",360,2,18.3,62.1,19.7
"374",3555,"Golden Square","England",6.7,5.8,5.3,7,8.5,26.9,22.6,5.1,3.5,3.3,2.5,2.7,8634,6.5,3.6,"England",270,1.7,17.8,65,17.1
"375",3555,"Golden Gully","England",6,6.3,5.2,8.6,9.3,22.8,29.1,6,1.1,2.6,1.1,1.9,268,6,2.8,"England",14,2.8,17.5,69.8,12.7
"376",3556,"Eaglehawk","England",8.2,5.5,5.9,6.3,5.7,25.5,25.4,5.5,4.4,3.1,2.5,2,4875,4.4,1.8,"England",170,1.9,19.6,62.9,17.5
"377",3556,"California Gully","England",7.7,7.8,7,6.7,6.1,25.3,21.6,4.7,4.9,3.4,2.6,2.2,4410,4.3,1.3,"England",158,2,22.5,59.7,17.8
"378",3556,"Sailors Gully","England",5,3.8,6.2,9.6,6,21.3,34,5,3.3,2.9,2.2,0.8,785,5.5,1.4,"England",40,2.9,15,70.9,14.2
"379",3556,"Jackass Flat","Germany",5.8,5.8,9.9,11.5,3.8,22.4,29.2,6.1,1.3,3.8,0,0.3,312,4.2,3.2,"Germany",10,1.8,21.5,66.9,11.5
"380",3634,"Maribyrnong","Vietnam",5.8,4.9,4.9,5,10.5,39.9,21,2.8,1.8,1.3,1.2,0.9,11118,44.2,38.8,"Vietnam",2238,11.7,15.6,76.4,8
"381",3712,"Thornbury","Greece",6.6,5.2,3.7,3.3,7,41.2,20.4,2.7,2.9,2.8,2.3,1.9,18417,33.2,26.5,"Greece",1716,5.3,15.5,71.9,12.6
"382",3752,"South Morang","India",9.7,8.6,7.4,6.7,6.4,36.5,18.6,2,1.4,0.9,0.8,0.9,24428,26.8,22.2,"India",1582,4,25.7,68.2,6
"383",3754,"Doreen","England",12.1,10.4,6.9,4.9,5.3,41,15.3,2.3,0.9,0.5,0.3,0.1,12852,12.2,5.9,"England",778,3.7,29.4,66.5,4.1
"384",3754,"Mernda","England",11.6,8.2,5.6,5.1,7.3,43.2,15.9,1.8,0.9,0.3,0.1,0.1,7599,21.7,15.5,"England",340,2.7,25.4,71.5,3.2
"385",3765,"Montrose","England",5.8,6,6.4,7.6,7.1,23.8,27.5,5.2,2.9,2.1,2.1,3.4,7006,15.2,6.5,"England",812,6.4,18.2,66,15.7
"386",3766,"Kalorama","England",7.6,4.8,5.8,5.4,4.8,29.6,30.2,5.1,3.6,1.6,1.1,0.2,1248,20.2,8.3,"England",204,8.9,18.2,70,11.6
"387",3767,"Mount Dandenong","England",5.9,7.5,7.2,6.1,2.9,19.3,35.1,5.9,3.6,3.7,1.6,1.3,1275,22.4,8.4,"England",250,10.4,20.6,63.4,16.1
"388",3770,"Coldstream","England",7.6,8.8,6.2,7.5,6.4,27.3,27.7,4,1.2,1.1,1.9,0.3,1770,12,2.6,"England",198,5.9,22.6,68.9,8.5
"389",3781,"Cockatoo","England",6.7,6.9,8,8.3,5.9,29.2,28.6,3.3,1.6,0.4,0.4,0.5,3891,13.8,5.2,"England",430,6.1,21.6,72,6.2
"390",3782,"Emerald","England",5.4,6.5,7.5,7.7,5.9,22.6,31.3,5.5,3.1,1.8,1.2,1.6,6030,18.5,6.3,"England",966,8.6,19.4,67.5,13.2
"391",3782,"Avonsleigh","England",10.6,8.2,3.6,4.6,6,32.1,19.7,6.7,4.3,1,2.4,1,417,12.1,3.5,"England",54,7.3,22.4,62.4,15.4
"392",3782,"Clematis","England",7.6,8.2,6,4.6,6,23.9,30.2,5.2,4.6,2.4,0.8,0.5,368,16,4.7,"England",42,6.1,21.8,64.7,13.5
"393",3786,"Ferny Creek","England",5.6,7.2,6.8,6.7,3.7,26.4,31.1,4.8,4.1,1,1.7,0.9,1607,16.5,5.9,"England",178,6.1,19.6,67.9,12.5
"394",3787,"Sassafras","England",5.5,5.9,6.1,7.4,5.1,24.5,35.9,5.2,2.9,0.8,0.3,0.4,1181,18.5,6.9,"England",186,8.4,17.5,72.9,9.6
"395",3788,"Olinda","England",5.6,4.2,6.6,4.3,6.6,26.4,33.6,4.9,3.2,1.6,1.2,1.5,1295,18.8,8,"England",188,7.9,16.4,70.9,12.4
"396",3789,"Sherbrooke","England",5.1,5.5,4.4,2.6,0.7,29,32.4,7.7,5.9,3.7,2.6,0.4,272,19.5,7.3,"England",54,10.4,15,64.7,20.3
"397",3791,"Kallista","England",4.4,7.5,5.7,6.2,5.7,22.5,33.2,6.7,3.7,2,0.9,1.5,1624,19.2,7.2,"England",240,8,17.6,67.6,14.8
"398",3792,"The Patch","England",4.6,8.5,6.7,7.6,6.6,18.5,35.4,6.8,1,2,1,1.1,1089,16.4,6.7,"England",128,6.2,19.8,68.1,11.9
"399",3793,"Monbulk","England",5.9,5.7,6.2,6.8,7.3,25.5,29.2,4.2,2.9,2.7,2.2,1.4,2827,18.4,8.1,"England",382,7.4,17.8,68.8,13.4
"400",3796,"Mount Evelyn","England",7.1,7.1,7.9,7.7,6.7,27.1,26.9,3.8,2.6,1.4,0.9,0.7,9635,13.9,5.6,"England",1078,5.9,22.1,68.4,9.4
"401",3802,"Endeavour Hills","Sri Lanka",5.7,6.2,6.3,7.5,8.4,26.6,29.1,3.8,2.4,1.7,1.1,0.9,25594,49.5,43.3,"Sri Lanka",2630,5.6,18.2,71.6,9.9
"402",3803,"Hallam","India",7.3,5.9,6.3,7.2,7.5,28.2,25.7,3.7,2.6,2.1,1.8,1.7,10770,52.3,45,"India",1078,5.5,19.5,68.6,11.9
"403",3804,"Narre Warren North","England",4.9,6.9,8,9.4,7.7,21.6,30.2,3.9,2.5,1.9,0.9,2.1,6213,27.6,20.4,"England",454,4,19.8,68.9,11.3
"404",3805,"Narre Warren","India",7.1,7.1,7.4,8,7.3,29.5,24.4,3.2,2.3,1.6,1.1,1,27169,34.7,26.7,"India",1860,3.7,21.6,69.2,9.2
"405",3805,"Narre Warren South","India",8.2,9.4,9.2,8.6,6.4,31,21.5,2.5,1.5,0.9,0.4,0.3,29888,34.9,26.7,"India",2438,4.4,26.8,67.5,5.6
"406",3806,"Berwick","England",7.4,7.8,7.7,7.8,6.3,29.5,22.6,3.2,2.6,1.9,1.7,1.5,46581,28.7,16.8,"England",4912,5.7,22.9,66.2,10.9
"407",3806,"Harkaway","England",4.6,4.6,7.5,9.9,7.2,26.7,26.5,5.5,4.1,1.2,1,1.2,415,17.3,5.7,"England",40,5.4,16.7,70.3,13
"408",3807,"Beaconsfield","England",7.1,8.4,9.1,9.1,6.2,28.5,24,2.7,2.5,1.2,1,0.2,6478,17.3,7,"England",714,6.3,24.6,67.8,7.6
"409",3875,"Hillside","India",8.2,9.1,8.7,7.4,6.6,34.3,21.4,2.1,1,0.6,0.4,0.2,17214,27.9,24.2,"India",1046,3.3,26,69.7,4.3
"410",3910,"Langwarrin","England",6.9,6.5,7,8,7.1,27.7,26.4,4,2.6,1.8,1.2,0.8,21929,17.4,5.7,"England",2950,7.1,20.4,69.2,10.4
"411",3911,"Baxter","England",6.5,4.8,5.8,6.2,7.4,29.9,28.8,4.3,3.8,1.1,0.8,0.6,2177,16.4,5.2,"England",274,6.8,17.1,72.3,10.6
"412",3911,"Langwarrin South","England",5.1,7.2,9.3,9.3,5.9,22.5,29.2,4.3,3.2,1.7,1.6,0.7,1173,15.2,6,"England",134,6.1,21.6,66.9,11.5
"413",3912,"Somerville","England",6.4,7,7.2,7.5,7.3,25,26.4,4.1,2.6,2.4,1.9,2.1,10388,15.2,3.8,"England",1586,8.1,20.6,66.2,13.1
"414",3912,"Pearcedale","England",6.1,7.5,7.8,9.8,6.4,28,27.3,3.5,1,0.4,1.6,0.7,2562,11.8,3.9,"England",298,6.3,21.4,71.5,7.2
"415",3913,"Tyabb","England",6.2,6.9,6.7,8.1,5.8,24.9,28.2,5.9,3.4,1.5,1.7,0.7,3107,16.2,4.4,"England",452,7.9,19.8,67,13.2
"416",3915,"Hastings","England",7.4,6.2,5.6,6.3,6.8,26.7,23.2,5.3,4.6,3.7,2.2,2.1,8586,17.6,5.4,"England",1352,8.7,19.2,63,17.9
"417",3918,"Bittern","England",5.8,7.8,8.3,7.9,5.7,24.5,26.6,5.4,3,1.8,1.7,1.4,3500,14.3,3.1,"England",532,8.2,21.9,64.7,13.3
"418",3919,"Crib Point","England",7.1,6.6,6.4,6.6,8.5,27.4,27,4.3,2.9,1.3,1.2,0.6,2942,13.1,3.3,"England",362,6.9,20.1,69.5,10.3
"419",3920,"Hmas Cerberus","England",3.6,3.3,2,28.9,31.7,25.4,4.9,0,0,0,0,0.2,1134,9.8,4.4,"England",54,2.6,8.9,90.9,0.2
"420",3927,"Somers","England",5.2,6.4,5.4,5.5,4.1,18,30.6,8.9,6,3.5,3.1,3.4,1472,15.4,3.8,"England",222,8.4,17,58.2,24.9
"421",3930,"Mount Eliza","England",5.4,7.1,7.6,7.8,4.9,19.1,29.2,6.5,4.6,3.4,2.3,2.3,18048,25.2,7.4,"England",3818,11.6,20.1,61,19.1
"422",3931,"Mornington","England",5.8,6,5.6,5.3,5.1,24.2,24.8,6.9,5.1,4.2,3.7,3.3,23401,23,6.5,"England",4492,10.6,17.4,59.4,23.2
"423",3934,"Mount Martha","England",6.7,7.8,7.4,6.5,4.4,22.8,25.2,6,4.6,3.5,2.6,2.5,17801,21.4,5.4,"England",3484,10.9,21.9,58.9,19.2
"424",3936,"Dromana","England",4.3,5.2,5.3,4.9,3.8,21.4,26.9,9.1,6.9,4.5,4.5,3.2,5146,19.4,10.2,"England",542,5.9,14.8,57,28.2
"425",3936,"Safety Beach","England",4.9,5.6,5.6,5.2,3.8,20,24.9,9.1,7.7,5.6,3.2,4.5,3701,24.4,9.7,"England",606,9.5,16.1,53.9,30.1
"426",3938,"McCrae","England",3.3,4.1,4.9,4.5,4.5,19,32.1,9.4,7,4,4.3,2.6,2667,13.2,5.6,"England",226,4.8,12.3,60.1,27.3
"427",3939,"Rosebud","England",5.2,5.4,4.7,5.4,4.6,20.6,24.7,7.1,6.6,5.7,5,5,13017,16.5,6,"England",1734,7.3,15.3,55.3,29.4
"428",3940,"Rosebud West","England",4.7,4.3,4.5,3.9,4.5,16.7,18.3,6.6,7.2,8.4,9.4,11.6,4766,18.4,7.7,"England",558,6.7,13.5,43.4,43.2
"429",3941,"Rye","England",6,5.2,5.4,4.3,4.4,21.4,27.5,8.5,6.6,5.5,2.9,2.5,8442,17.4,8.9,"England",744,5,16.6,57.6,26
"430",3941,"Tootgarook","England",6.5,6.8,5,5.1,5.8,22.7,23.1,8.1,6.4,4.2,3.6,2.8,2799,17.3,9,"England",262,5.3,18.3,56.7,25.1
"431",3941,"St Andrews Beach","England",7.6,5.8,7.5,5.8,3.1,27.2,33.4,3.6,3.5,1.1,0.7,0.6,891,14.5,6.8,"England",72,4.5,20.9,69.5,9.5
"432",3942,"Blairgowrie","England",4.3,4.9,5.2,3.2,3,18.5,26.5,9.9,10.4,6,4.7,3.4,2222,13.7,5.8,"England",256,6.4,14.4,51.2,34.4
"433",3943,"Sorrento","England",2.6,4.3,3.2,2.7,2.4,12.7,28.6,14.4,11.5,7.9,6.1,3.7,1490,14.9,6.5,"England",162,6,10.1,46.4,43.6
"434",3944,"Portsea","England",2.2,2.6,0,5,1.7,5.7,30.3,18.1,14.4,10.3,5.5,4.1,458,13.3,4.6,"England",44,5.3,4.8,42.7,52.4
"435",3975,"Lynbrook","India",9.7,9.5,7.3,6.4,5.3,35.4,19.9,2.1,1.1,0.9,0.8,1.5,7565,49.3,43,"India",1314,10.1,26.5,67,6.4
"436",3975,"Lyndhurst","India",12.4,7.9,4.7,4.6,5.9,46.9,15.4,0.9,0.8,0.1,0.2,0.2,5515,46.5,38.5,"India",726,7.6,25,72.8,2.2
"437",3976,"Hampton Park","India",8,7.4,7.8,8.3,7.5,30.6,22.9,2.9,1.8,1.4,0.7,0.6,24796,52.1,44.4,"India",3800,8.4,23.2,69.3,7.4
"438",3977,"Cranbourne","England",8,6.6,6.5,7,8,30.7,23.3,3.3,2.3,1.8,1.4,1,19932,28.3,18.4,"England",1474,4.2,21.1,69,9.8
"439",3977,"Cranbourne East","India",10.6,8.4,6.4,4.9,5.6,36.9,15.7,2.7,2.8,2.5,2,1.5,9577,31.5,20.9,"India",820,5.2,25.4,63.1,11.5
"440",3977,"Cranbourne North","India",9.2,7.9,7.4,7.5,7.6,34.4,20,2.5,1.7,0.9,0.6,0.3,15816,32.5,23.8,"India",1242,4.5,24.5,69.5,6
"441",3977,"Cranbourne West","New Zealand",11,8.4,7.4,7,7,36.4,17.5,1.9,1.4,0.9,0.8,0.5,9622,32.3,22.9,"New Zealand",868,5.2,26.8,67.9,5.5
"442",3977,"Junction Village","England",5.1,3.1,4.4,5.6,6.3,17.9,22.4,4.8,5.2,9,6.6,9.5,1260,20.5,8,"England",146,7,12.6,52.2,35.1
"443",3977,"Skye","England",8.4,8,8.6,7.2,6.2,33.9,21.3,2.4,1.8,1.2,0.6,0.3,8052,23.1,12.3,"England",728,5.1,25,68.6,6.3
"444",3977,"Botanic Ridge","England",11.7,8.5,5.6,5.9,6,41.9,17,2,0.7,0.3,0.4,0,1980,18,6.3,"England",204,6,25.8,70.8,3.4
"445",3977,"Cranbourne South","England",3.3,5.4,5.8,10.7,9.5,19.8,33.8,3.7,3.5,2.5,1.9,0,515,15.1,8.2,"England",58,6.2,14.5,73.8,11.6
"446",3977,"Devon Meadows","England",4.1,4.8,8.3,8.2,6.8,21.3,31.3,8.2,2.8,0.4,2.3,1.4,916,17.8,9.6,"England",102,6.3,17.2,67.6,15.1
"447",3977,"Sandhurst","England",9.3,6.9,5,4.5,5.4,36.4,26.7,3.9,0.9,0.6,0.2,0.3,3411,32.2,16,"England",452,7.6,21.2,73,5.9
