Suburb,Population density 2015,year,population
ALTONA NORTH,898.4,2009,13150
NEWPORT,2062.8,2009,16493
SEABROOK,3236.6,2009,5201
WILLIAMSTOWN,2127.1,2009,15400
BRAYBROOK,2456.2,2009,15633
FOOTSCRAY,3299.1,2009,12815
MARIBYRNONG,2283.9,2009,10125
SEDDON - KINGSVILLE,5487.9,2009,8569
WEST FOOTSCRAY - TOTTENHAM,1948.5,2009,10700
YARRAVILLE,2726.5,2009,14030
BACCHUS MARSH,101.5,2009,16584
CAROLINE SPRINGS,2704.5,2009,22419
HILLSIDE,283.8,2009,15579
MELTON,152.8,2009,16932
MELTON SOUTH,202.6,2009,13977
MELTON WEST,704,2009,12987
ROCKBANK - MOUNT COTTRELL,24.4,2009,2572
TAYLORS HILL,3057.9,2009,13753
HOPPERS CROSSING - NORTH,1800.9,2009,19559
HOPPERS CROSSING - SOUTH,2757,2009,19208
LAVERTON,350,2009,4830
POINT COOK,1277.6,2009,24747
TARNEIT,546.5,2009,16290
TRUGANINA,741.8,2009,7527
WERRIBEE,241.7,2009,30428
WERRIBEE - SOUTH,104.8,2009,10604
WYNDHAM VALE,181.6,2009,14688
CARRUM DOWNS,1034.8,2009,19058
FRANKSTON,1975.1,2009,22103
FRANKSTON NORTH,1477.9,2009,19458
FRANKSTON SOUTH,1275.6,2009,18084
LANGWARRIN,628.3,2009,22770
SEAFORD (VIC.),1367.1,2009,16408
DROMANA,236.3,2009,9231
FLINDERS,18.9,2009,5725
HASTINGS - SOMERS,198.8,2009,20388
MORNINGTON,1155.6,2009,22854
MOUNT ELIZA,788.8,2009,17626
MOUNT MARTHA,633.7,2009,16869
POINT NEPEAN,246.2,2009,16648
ROSEBUD - MCCRAE,886.4,2009,19761
SOMERVILLE,153,2009,17900
ALFREDTON,191.5,2009,7614
BALLARAT,1002.2,2009,12476
BALLARAT - NORTH,257,2009,21937
BALLARAT - SOUTH,757.8,2009,21940
BUNINYONG,139.7,2009,6431
DELACOMBE,194.7,2009,5557
SMYTHES CREEK,38.6,2009,3714
WENDOUREE - MINERS REST,219.7,2009,13718
BACCHUS MARSH REGION,5.7,2009,5387
CRESWICK - CLUNES,8.7,2009,7421
DAYLESFORD,9.6,2009,8434
GORDON (VIC.),6.6,2009,5463
AVOCA,1.9,2009,3333
BEAUFORT,2.2,2009,3869
GOLDEN PLAINS - NORTH,4.5,2009,4032
MARYBOROUGH (VIC.),169.9,2009,7673
MARYBOROUGH REGION,3.1,2009,5153
BENDIGO,929,2009,14763
CALIFORNIA GULLY - EAGLEHAWK,341.7,2009,10013
EAST BENDIGO - KENNINGTON,799.9,2009,13720
FLORA HILL - SPRING GULLY,709.8,2009,9268
KANGAROO FLAT - GOLDEN SQUARE,482.8,2009,18140
MAIDEN GULLY,117.2,2009,3957
STRATHFIELDSAYE,147.2,2009,6568
WHITE HILLS - ASCOT,156.2,2009,8171
BENDIGO REGION - SOUTH,8.7,2009,6113
CASTLEMAINE,120.1,2009,9794
CASTLEMAINE REGION,5.5,2009,8180
HEATHCOTE,5.6,2009,4043
KYNETON,17,2009,8668
WOODEND,32.1,2009,6385
BENDIGO REGION - NORTH,3,2009,4134
LODDON,1.1,2009,7324
BANNOCKBURN,30.4,2009,4313
GOLDEN PLAINS - SOUTH,4.5,2009,5882
WINCHELSEA,6.2,2009,5724
BELMONT,1516.2,2009,13705
CORIO - NORLANE,330.1,2009,26133
GEELONG,1011.2,2009,12237
GEELONG WEST - HAMLYN HEIGHTS,615.7,2009,18939
GROVEDALE,399.4,2009,19198
HIGHTON,542.1,2009,18991
LARA,29.8,2009,15283
LEOPOLD,429.8,2009,9485
NEWCOMB - MOOLAP,344,2009,14801
NEWTOWN (VIC.),1793,2009,9913
NORTH GEELONG - BELL PARK,678.9,2009,14195
CLIFTON SPRINGS,197.7,2009,11558
LORNE - ANGLESEA,10.8,2009,5073
OCEAN GROVE - BARWON HEADS,134.5,2009,17946
PORTARLINGTON,99.5,2009,6186
QUEENSCLIFF,66.7,2009,4158
TORQUAY,144.3,2009,14011
ALEXANDRA,3,2009,6250
EUROA,2.9,2009,6015
KILMORE - BROADFORD,28.6,2009,11257
MANSFIELD (VIC.),2.2,2009,8026
NAGAMBIE,2.9,2009,3538
SEYMOUR,80,2009,6524
SEYMOUR REGION,2.6,2009,4224
UPPER YARRA VALLEY,0.3,2009,213
YEA,2.3,2009,3475
BENALLA,32.4,2009,10375
BENALLA REGION,1.6,2009,3452
RUTHERGLEN,7.8,2009,3716
WANGARATTA,315.3,2009,17676
WANGARATTA REGION,2.5,2009,9435
BEECHWORTH,11.8,2009,4230
BRIGHT - MOUNT BEAUTY,1.8,2009,7813
CHILTERN - INDIGO VALLEY,5.6,2009,2912
MYRTLEFORD,8.2,2009,4642
TOWONG,0.9,2009,6038
WEST WODONGA,98.4,2009,14465
WODONGA,84,2009,20189
YACKANDANDAH,6.3,2009,4410
DROUIN,47.1,2009,11832
MOUNT BAW BAW REGION,2.1,2009,5992
TRAFALGAR (VIC.),15,2009,6625
WARRAGUL,50.9,2009,16225
BAIRNSDALE,92.1,2009,13126
BRUTHEN - OMEO,1,2009,7337
LAKES ENTRANCE,46.6,2009,9272
ORBOST,0.6,2009,6828
PAYNESVILLE,14.6,2009,5462
FOSTER,5.4,2009,8211
FRENCH ISLAND,0.7,2009,104
KORUMBURRA,15,2009,8528
LEONGATHA,13.5,2009,10393
PHILLIP ISLAND,100.7,2009,9193
WILSONS PROMONTORY,0,2009,14
WONTHAGGI - INVERLOCH,29.9,2009,19168
CHURCHILL,14.9,2009,11385
MOE - NEWBOROUGH,154.4,2009,16771
MORWELL,163.5,2009,14108
TRARALGON,179.3,2009,25381
YALLOURN NORTH - GLENGARRY,13,2009,4478
ALPS - WEST,0,2009,27
LONGFORD - LOCH SPORT,2.4,2009,3806
MAFFRA,5.3,2009,13371
ROSEDALE,4.9,2009,4508
SALE,322.5,2009,14222
YARRAM,2.7,2009,5451
ARARAT,49.3,2009,8121
ARARAT REGION,0.7,2009,3027
HORSHAM,198,2009,15748
HORSHAM REGION,0.8,2009,3520
NHILL REGION,0.6,2009,7457
ST ARNAUD,1.1,2009,3678
STAWELL,3,2009,8451
WEST WIMMERA,0.5,2009,3018
YARRIAMBIACK,0.9,2009,7352
IRYMPLE,73.1,2009,6553
MERBEIN,44.5,2009,4693
MILDURA,432.9,2009,30629
MILDURA REGION,0.2,2009,4000
RED CLIFFS,22.2,2009,5498
BULOKE,0.7,2009,6733
GANNAWARRA,1.7,2009,6851
KERANG,25.8,2009,4075
ROBINVALE,18.8,2009,3689
SWAN HILL,85.4,2009,10516
SWAN HILL REGION,1.1,2009,6853
ECHUCA,79.8,2009,14175
KYABRAM,14.6,2009,10823
LOCKINGTON - GUNBOWER,2.2,2009,4056
ROCHESTER,10.9,2009,3839
RUSHWORTH,2.4,2009,4240
COBRAM,47.9,2009,6203
MOIRA,1.7,2009,2655
NUMURKAH,5.3,2009,12451
YARRAWONGA,81.3,2009,6831
MOOROOPNA,193.6,2009,7983
SHEPPARTON - NORTH,281.8,2009,17033
SHEPPARTON - SOUTH,161.5,2009,21247
SHEPPARTON REGION - EAST,3.7,2009,4031
SHEPPARTON REGION - WEST,9.6,2009,9995
GLENELG (VIC.),1.4,2009,9171
HAMILTON (VIC.),49.5,2009,10378
PORTLAND,167.9,2009,10812
SOUTHERN GRAMPIANS,0.9,2009,6604
CAMPERDOWN,34.2,2009,3529
COLAC,215.9,2009,11759
COLAC REGION,2.7,2009,5605
CORANGAMITE - NORTH,2,2009,5530
CORANGAMITE - SOUTH,3.9,2009,7513
MOYNE - EAST,2,2009,6703
MOYNE - WEST,4.6,2009,8878
OTWAY,2.1,2009,3490
WARRNAMBOOL - NORTH,334,2009,19369
WARRNAMBOOL - SOUTH,109.3,2009,12965
BRUNSWICK,5102.6,2010,23546
BRUNSWICK EAST,4981.9,2010,8789
BRUNSWICK WEST,4589.1,2010,13741
COBURG,3990.4,2010,26015
PASCOE VALE SOUTH,3419.6,2010,9810
ALPHINGTON - FAIRFIELD,3108.7,2010,8506
NORTHCOTE,4219.6,2010,24070
THORNBURY,3863.4,2010,18177
ASCOT VALE,3995.1,2010,14012
ESSENDON - ABERFELDIE,3275.2,2010,25575
FLEMINGTON,6322.1,2010,9261
MOONEE PONDS,3394.4,2010,14164
CARLTON,9783.1,2010,14926
DOCKLANDS,2955.1,2010,5780
EAST MELBOURNE,1865.7,2010,5272
FLEMINGTON RACECOURSE,50.3,2010,83
KENSINGTON,5124.4,2010,10230
MELBOURNE,14114.8,2010,20382
NORTH MELBOURNE,6121.2,2010,15875
PARKVILLE,1820.8,2010,6482
SOUTH YARRA - WEST,4603.7,2010,6418
SOUTHBANK,5923.7,2010,12130
ALBERT PARK,3516.6,2010,14595
ELWOOD,6456.4,2010,15552
PORT MELBOURNE,6098.6,2010,15363
PORT MELBOURNE INDUSTRIAL,2.2,2010,14
SOUTH MELBOURNE,5072.1,2010,10400
ST KILDA,6965.1,2010,23798
ST KILDA EAST,7209,2010,16653
ARMADALE,4475.2,2010,9318
PRAHRAN - WINDSOR,7210.3,2010,18695
SOUTH YARRA - EAST,7936.9,2010,15566
TOORAK,3261.3,2010,13939
ABBOTSFORD,4339.1,2010,5029
CARLTON NORTH - PRINCES HILL,3945.1,2010,8801
COLLINGWOOD,6657.3,2010,6684
FITZROY,8265.8,2010,10238
FITZROY NORTH,5189.9,2010,12163
RICHMOND (VIC.),5030.8,2010,27583
YARRA - NORTH,1771.6,2010,8595
ASHBURTON (VIC.),2925.9,2010,7900
BALWYN,3016.4,2010,16272
BALWYN NORTH,2408.6,2010,20815
CAMBERWELL,3020.5,2010,20822
GLEN IRIS - EAST,3007.1,2010,16543
HAWTHORN,4232.6,2010,21721
HAWTHORN EAST,4129.4,2010,14369
KEW,2468.1,2010,24757
KEW EAST,1642.3,2010,6519
SURREY HILLS (WEST) - CANTERBURY,2935.7,2010,16608
BULLEEN,1754,2010,11350
DONCASTER,2312.1,2010,19131
DONCASTER EAST,2632.9,2010,28317
TEMPLESTOWE,1071,2010,17371
TEMPLESTOWE LOWER,2402.4,2010,13816
BLACKBURN,2518.5,2010,20490
BLACKBURN SOUTH,3115,2010,10958
BOX HILL,2832,2010,18218
BOX HILL NORTH,2914.1,2010,17051
BURWOOD,2407.3,2010,11150
BURWOOD EAST,2515.7,2010,10572
SURREY HILLS (EAST) - MONT ALBERT,3122.3,2010,10207
BEAUMARIS,2322.9,2010,13351
BRIGHTON (VIC.),2901.5,2010,22441
BRIGHTON EAST,3008.5,2010,16060
CHELTENHAM - HIGHETT (WEST),2136.8,2010,10523
HAMPTON,3245.3,2010,17471
SANDRINGHAM - BLACK ROCK,2640.2,2010,15748
BENTLEIGH - MCKINNON,3735.9,2010,21819
BENTLEIGH EAST,3173.9,2010,26918
CARNEGIE,4856.7,2010,16915
CAULFIELD - NORTH,3445.4,2010,20583
CAULFIELD - SOUTH,3850.3,2010,17177
ELSTERNWICK,4127.9,2010,11278
HUGHESDALE,3908.6,2010,7485
MURRUMBEENA,3809.9,2010,8990
ORMOND - GLEN HUNTLY,4644.7,2010,12835
ASPENDALE GARDENS - WATERWAYS,1776.5,2010,8987
BRAESIDE,2.2,2010,19
CARRUM - PATTERSON LAKES,2007.7,2010,11700
CHELSEA - BONBEACH,2621,2010,13277
CHELSEA HEIGHTS,1703,2010,5349
CHELTENHAM - HIGHETT (EAST),2594.2,2010,21083
EDITHVALE - ASPENDALE,2567.6,2010,12365
MENTONE,2971.5,2010,12046
MOORABBIN - HEATHERTON,764,2010,8283
MORDIALLOC - PARKDALE,2532.4,2010,19437
MALVERN - GLEN IRIS,3458.1,2010,20235
MALVERN EAST,2890,2010,20975
BUNDOORA - EAST,2423.5,2010,9906
GREENSBOROUGH,2094.9,2010,20995
HEIDELBERG - ROSANNA,2371.3,2010,14098
HEIDELBERG WEST,2256.4,2010,13798
IVANHOE,2388.8,2010,11587
IVANHOE EAST - EAGLEMONT,1925.3,2010,8032
MONTMORENCY - BRIAR HILL,1365.3,2010,16182
VIEWBANK - YALLAMBIE,1844.3,2010,18874
WATSONIA,2480.7,2010,9308
KINGSBURY,1271.6,2010,10649
PRESTON,2946.1,2010,30888
RESERVOIR - EAST,3034.9,2010,25662
RESERVOIR - WEST,2430.2,2010,23828
ELTHAM,1201.3,2010,23791
HURSTBRIDGE,239.5,2010,3668
KINGLAKE,12.3,2010,3626
PANTON HILL - ST ANDREWS,17.9,2010,5274
PLENTY - YARRAMBAT,329.4,2010,9344
RESEARCH - NORTH WARRANDYTE,137,2010,6859
WATTLE GLEN - DIAMOND CREEK,521.7,2010,13902
BUNDOORA - NORTH,1454.9,2010,5496
BUNDOORA - WEST,2534.8,2010,6477
EPPING,459,2010,24968
LALOR,1921.7,2010,20677
MILL PARK - NORTH,2282.9,2010,19219
MILL PARK - SOUTH,2468,2010,12960
SOUTH MORANG,992.9,2010,34005
THOMASTOWN,1460.1,2010,21526
WALLAN,29.9,2010,11643
WHITTLESEA,28.2,2010,7381
AIRPORT WEST,2115.4,2010,7175
KEILOR,495.3,2010,8678
KEILOR EAST,2485.6,2010,25344
NIDDRIE - ESSENDON WEST,2518.7,2010,6458
STRATHMORE,2371,2010,9419
GISBORNE,59.6,2010,11055
MACEDON,45.4,2010,3329
RIDDELLS CREEK,48,2010,3842
ROMSEY,14.7,2010,8750
COBURG NORTH,1542.6,2010,6784
FAWKNER,2807.3,2010,13106
GLENROY - HADFIELD,2326.4,2010,28509
PASCOE VALE,3352.1,2010,21298
SUNBURY,102,2010,13050
SUNBURY - SOUTH,197.5,2010,24599
BROADMEADOWS,1505.7,2010,12048
CAMPBELLFIELD - COOLAROO,937.7,2010,16587
CRAIGIEBURN - MICKLEHAM,455.4,2010,32689
GLADSTONE PARK - WESTMEADOWS,1278.3,2010,17894
GREENVALE - BULLA,148.7,2010,12554
MEADOW HEIGHTS,3403.2,2010,15759
MELBOURNE AIRPORT,5.2,2010,149
ROXBURGH PARK - SOMERTON,1895.4,2010,20596
TULLAMARINE,1752.3,2010,6580
BAYSWATER,1517.1,2010,11458
BORONIA - THE BASIN,1562.1,2010,25730
FERNTREE GULLY,1784.9,2010,28946
KNOXFIELD - SCORESBY,924.4,2010,13436
LYSTERFIELD,372.6,2010,6796
ROWVILLE - CENTRAL,1862.4,2010,15998
ROWVILLE - NORTH,1943.9,2010,8491
ROWVILLE - SOUTH,1194.4,2010,11265
WANTIRNA,1696.9,2010,14339
WANTIRNA SOUTH,1392,2010,18270
DONVALE - PARK ORCHARDS,781.4,2010,16223
WARRANDYTE - WONGA PARK,226.6,2010,10480
BAYSWATER NORTH,1212.9,2010,11819
CROYDON,1851.7,2010,30192
CROYDON HILLS - WARRANWOOD,2011.7,2010,18728
RINGWOOD,1744.4,2010,16410
RINGWOOD EAST,2212.4,2010,19454
RINGWOOD NORTH,2071.7,2010,9660
FOREST HILL,2666,2010,10370
MITCHAM (VIC.),2505.8,2010,15265
NUNAWADING,2348.3,2010,11276
VERMONT,2313.3,2010,10214
VERMONT SOUTH,1970.6,2010,11964
BELGRAVE - SELBY,183,2010,10475
CHIRNSIDE PARK,440.2,2010,9420
HEALESVILLE - YARRA GLEN,36.4,2010,13135
KILSYTH,1093.6,2010,8768
LILYDALE - COLDSTREAM,174.8,2010,18454
MONBULK - SILVAN,83.8,2010,5747
MONTROSE,667.7,2010,6955
MOOROOLBARK,1774.2,2010,21073
MOUNT DANDENONG - OLINDA,120.7,2010,10035
MOUNT EVELYN,567.9,2010,9597
UPWEY - TECOMA,1108.5,2010,10085
WANDIN - SEVILLE,69.5,2010,7608
YARRA VALLEY,22.1,2010,16318
BEACONSFIELD - OFFICER,282.2,2010,7857
BUNYIP - GARFIELD,22.7,2010,8330
EMERALD - COCKATOO,49.1,2010,17969
KOO WEE RUP,18.1,2010,6419
PAKENHAM - NORTH,477.8,2010,11652
PAKENHAM - SOUTH,556.6,2010,19806
BERWICK - NORTH,1196.7,2010,22909
BERWICK - SOUTH,1673.7,2010,23118
DOVETON,2185.8,2010,10436
ENDEAVOUR HILLS,1307.4,2010,26733
HALLAM,1366.5,2010,10582
NARRE WARREN,1920,2010,26950
NARRE WARREN NORTH,223.7,2010,7096
CRANBOURNE,1664.9,2010,18859
CRANBOURNE EAST,441.2,2010,6844
CRANBOURNE NORTH,1862.4,2010,13655
CRANBOURNE SOUTH,109.5,2010,6311
CRANBOURNE WEST,967.1,2010,8837
HAMPTON PARK - LYNBROOK,1923.3,2010,24432
LYNBROOK - LYNDHURST,2113,2010,10529
NARRE WARREN SOUTH,2317.4,2010,29557
PEARCEDALE - TOORADIN,78.5,2010,7623
CLARINDA - OAKLEIGH SOUTH,1943.1,2010,12234
CLAYTON SOUTH,1622,2010,12078
DANDENONG,494.8,2010,26613
DANDENONG NORTH,2470.9,2010,22983
DINGLEY VILLAGE,1438,2010,10549
KEYSBOROUGH,810,2010,20479
NOBLE PARK,3678,2010,29307
NOBLE PARK NORTH,2091.4,2010,7762
SPRINGVALE,1973.6,2010,20353
SPRINGVALE SOUTH,2809.5,2010,12715
ASHWOOD - CHADSTONE,2747.7,2010,16658
CLAYTON,2223.1,2010,17583
GLEN WAVERLEY - EAST,2383.5,2010,21499
GLEN WAVERLEY - WEST,2644.6,2010,19366
MOUNT WAVERLEY - NORTH,2516.5,2010,15579
MOUNT WAVERLEY - SOUTH,2165.1,2010,17921
MULGRAVE,1837.1,2010,18296
OAKLEIGH - HUNTINGDALE,2203.7,2010,21049
WHEELERS HILL,1977.7,2010,20295
ARDEER - ALBION,1695,2010,7334
CAIRNLEA,2330.1,2010,9099
DEER PARK - DERRIMUT,1253.4,2010,21390
DELAHEY,2508.1,2010,8896
KEILOR DOWNS,1805.4,2010,14232
KINGS PARK (VIC.),3235.1,2010,14359
ST ALBANS - NORTH,3099.4,2010,19562
ST ALBANS - SOUTH,2757.3,2010,16882
SUNSHINE,2103,2010,9129
SUNSHINE NORTH,1464.4,2010,10982
SUNSHINE WEST,1452.4,2010,17303
SYDENHAM,3145.9,2010,11924
TAYLORS LAKES,1006,2010,19125
ALTONA,749,2010,12213
ALTONA MEADOWS,1847,2010,19780
ALTONA NORTH,898.4,2010,13366
NEWPORT,2062.8,2010,16670
SEABROOK,3236.6,2010,5218
WILLIAMSTOWN,2127.1,2010,15393
BRAYBROOK,2456.2,2010,16343
FOOTSCRAY,3299.1,2010,13214
MARIBYRNONG,2283.9,2010,10510
SEDDON - KINGSVILLE,5487.9,2010,8618
WEST FOOTSCRAY - TOTTENHAM,1948.5,2010,10743
YARRAVILLE,2726.5,2010,14185
BACCHUS MARSH,101.5,2010,17006
CAROLINE SPRINGS,2704.5,2010,25051
HILLSIDE,283.8,2010,15901
MELTON,152.8,2010,17713
MELTON SOUTH,202.6,2010,14983
MELTON WEST,704,2010,13764
ROCKBANK - MOUNT COTTRELL,24.4,2010,2673
TAYLORS HILL,3057.9,2010,15210
HOPPERS CROSSING - NORTH,1800.9,2010,19591
HOPPERS CROSSING - SOUTH,2757,2010,19241
LAVERTON,350,2010,5130
POINT COOK,1277.6,2010,29093
TARNEIT,546.5,2010,19632
TRUGANINA,741.8,2010,9365
WERRIBEE,241.7,2010,30643
WERRIBEE - SOUTH,104.8,2010,10743
WYNDHAM VALE,181.6,2010,16365
CARRUM DOWNS,1034.8,2010,19499
FRANKSTON,1975.1,2010,22239
FRANKSTON NORTH,1477.9,2010,19581
FRANKSTON SOUTH,1275.6,2010,18176
LANGWARRIN,628.3,2010,23095
SEAFORD (VIC.),1367.1,2010,16516
DROMANA,236.3,2010,9249
FLINDERS,18.9,2010,5668
HASTINGS - SOMERS,198.8,2010,20729
MORNINGTON,1155.6,2010,23164
MOUNT ELIZA,788.8,2010,17824
MOUNT MARTHA,633.7,2010,17332
POINT NEPEAN,246.2,2010,16662
ROSEBUD - MCCRAE,886.4,2010,19966
SOMERVILLE,153,2010,17948
ALFREDTON,191.5,2010,7894
BALLARAT,1002.2,2010,12462
BALLARAT - NORTH,257,2010,22215
BALLARAT - SOUTH,757.8,2010,22666
BUNINYONG,139.7,2010,6595
DELACOMBE,194.7,2010,5699
SMYTHES CREEK,38.6,2010,3774
WENDOUREE - MINERS REST,219.7,2010,14104
BACCHUS MARSH REGION,5.7,2010,5536
CRESWICK - CLUNES,8.7,2010,7473
DAYLESFORD,9.6,2010,8536
GORDON (VIC.),6.6,2010,5485
AVOCA,1.9,2010,3343
BEAUFORT,2.2,2010,3882
GOLDEN PLAINS - NORTH,4.5,2010,4068
MARYBOROUGH (VIC.),169.9,2010,7692
MARYBOROUGH REGION,3.1,2010,5153
BENDIGO,929,2010,14752
CALIFORNIA GULLY - EAGLEHAWK,341.7,2010,10159
EAST BENDIGO - KENNINGTON,799.9,2010,13817
FLORA HILL - SPRING GULLY,709.8,2010,9310
KANGAROO FLAT - GOLDEN SQUARE,482.8,2010,18451
MAIDEN GULLY,117.2,2010,4158
STRATHFIELDSAYE,147.2,2010,6823
WHITE HILLS - ASCOT,156.2,2010,8508
BENDIGO REGION - SOUTH,8.7,2010,6169
CASTLEMAINE,120.1,2010,9860
CASTLEMAINE REGION,5.5,2010,8253
HEATHCOTE,5.6,2010,4083
KYNETON,17,2010,8785
WOODEND,32.1,2010,6437
BENDIGO REGION - NORTH,3,2010,4168
LODDON,1.1,2010,7234
BANNOCKBURN,30.4,2010,4527
GOLDEN PLAINS - SOUTH,4.5,2010,6072
WINCHELSEA,6.2,2010,5756
BELMONT,1516.2,2010,13805
CORIO - NORLANE,330.1,2010,26330
GEELONG,1011.2,2010,12342
GEELONG WEST - HAMLYN HEIGHTS,615.7,2010,19092
GROVEDALE,399.4,2010,19692
HIGHTON,542.1,2010,19449
LARA,29.8,2010,15503
LEOPOLD,429.8,2010,9784
NEWCOMB - MOOLAP,344,2010,14885
NEWTOWN (VIC.),1793,2010,9968
NORTH GEELONG - BELL PARK,678.9,2010,14361
CLIFTON SPRINGS,197.7,2010,11735
LORNE - ANGLESEA,10.8,2010,5123
OCEAN GROVE - BARWON HEADS,134.5,2010,18349
PORTARLINGTON,99.5,2010,6400
QUEENSCLIFF,66.7,2010,4175
TORQUAY,144.3,2010,14743
ALEXANDRA,3,2010,6219
EUROA,2.9,2010,6017
KILMORE - BROADFORD,28.6,2010,11685
MANSFIELD (VIC.),2.2,2010,8144
NAGAMBIE,2.9,2010,3580
SEYMOUR,80,2010,6526
SEYMOUR REGION,2.6,2010,4248
UPPER YARRA VALLEY,0.3,2010,219
YEA,2.3,2010,3426
BENALLA,32.4,2010,10425
BENALLA REGION,1.6,2010,3439
RUTHERGLEN,7.8,2010,3731
WANGARATTA,315.3,2010,17837
WANGARATTA REGION,2.5,2010,9363
BEECHWORTH,11.8,2010,4260
BRIGHT - MOUNT BEAUTY,1.8,2010,7841
CHILTERN - INDIGO VALLEY,5.6,2010,2906
MYRTLEFORD,8.2,2010,4601
TOWONG,0.9,2010,5989
WEST WODONGA,98.4,2010,14610
WODONGA,84,2010,20677
YACKANDANDAH,6.3,2010,4435
DROUIN,47.1,2010,12599
MOUNT BAW BAW REGION,2.1,2010,6036
TRAFALGAR (VIC.),15,2010,6947
WARRAGUL,50.9,2010,16632
BAIRNSDALE,92.1,2010,13320
BRUTHEN - OMEO,1,2010,7348
LAKES ENTRANCE,46.6,2010,9453
ORBOST,0.6,2010,6813
PAYNESVILLE,14.6,2010,5570
FOSTER,5.4,2010,8240
FRENCH ISLAND,0.7,2010,108
KORUMBURRA,15,2010,8650
LEONGATHA,13.5,2010,10535
PHILLIP ISLAND,100.7,2010,9500
WILSONS PROMONTORY,0,2010,14
WONTHAGGI - INVERLOCH,29.9,2010,19787
CHURCHILL,14.9,2010,11489
MOE - NEWBOROUGH,154.4,2010,16876
MORWELL,163.5,2010,14207
TRARALGON,179.3,2010,25844
YALLOURN NORTH - GLENGARRY,13,2010,4490
ALPS - WEST,0,2010,28
LONGFORD - LOCH SPORT,2.4,2010,3861
MAFFRA,5.3,2010,13488
ROSEDALE,4.9,2010,4573
SALE,322.5,2010,14315
YARRAM,2.7,2010,5419
ARARAT,49.3,2010,8161
ARARAT REGION,0.7,2010,2995
HORSHAM,198,2010,15918
HORSHAM REGION,0.8,2010,3498
NHILL REGION,0.6,2010,7380
ST ARNAUD,1.1,2010,3658
STAWELL,3,2010,8466
WEST WIMMERA,0.5,2010,2974
YARRIAMBIACK,0.9,2010,7248
IRYMPLE,73.1,2010,6566
MERBEIN,44.5,2010,4682
MILDURA,432.9,2010,30975
MILDURA REGION,0.2,2010,3923
RED CLIFFS,22.2,2010,5479
BULOKE,0.7,2010,6616
GANNAWARRA,1.7,2010,6713
KERANG,25.8,2010,4006
ROBINVALE,18.8,2010,3671
SWAN HILL,85.4,2010,10536
SWAN HILL REGION,1.1,2010,6754
ECHUCA,79.8,2010,14278
KYABRAM,14.6,2010,10855
LOCKINGTON - GUNBOWER,2.2,2010,3935
ROCHESTER,10.9,2010,3872
RUSHWORTH,2.4,2010,4200
COBRAM,47.9,2010,6287
MOIRA,1.7,2010,2627
NUMURKAH,5.3,2010,12436
YARRAWONGA,81.3,2010,6981
MOOROOPNA,193.6,2010,8001
SHEPPARTON - NORTH,281.8,2010,17293
SHEPPARTON - SOUTH,161.5,2010,21774
SHEPPARTON REGION - EAST,3.7,2010,4001
SHEPPARTON REGION - WEST,9.6,2010,9993
GLENELG (VIC.),1.4,2010,9068
HAMILTON (VIC.),49.5,2010,10344
PORTLAND,167.9,2010,10856
SOUTHERN GRAMPIANS,0.9,2010,6495
CAMPERDOWN,34.2,2010,3506
COLAC,215.9,2010,11888
COLAC REGION,2.7,2010,5520
CORANGAMITE - NORTH,2,2010,5496
CORANGAMITE - SOUTH,3.9,2010,7509
MOYNE - EAST,2,2010,6739
MOYNE - WEST,4.6,2010,8965
OTWAY,2.1,2010,3460
WARRNAMBOOL - NORTH,334,2010,19634
WARRNAMBOOL - SOUTH,109.3,2010,13057
BRUNSWICK,5102.6,2011,23987
BRUNSWICK EAST,4981.9,2011,8966
BRUNSWICK WEST,4589.1,2011,13864
COBURG,3990.4,2011,26234
PASCOE VALE SOUTH,3419.6,2011,9860
ALPHINGTON - FAIRFIELD,3108.7,2011,8561
NORTHCOTE,4219.6,2011,24152
THORNBURY,3863.4,2011,18258
ASCOT VALE,3995.1,2011,14135
ESSENDON - ABERFELDIE,3275.2,2011,25845
FLEMINGTON,6322.1,2011,9547
MOONEE PONDS,3394.4,2011,14168
CARLTON,9783.1,2011,15122
DOCKLANDS,2955.1,2011,6196
EAST MELBOURNE,1865.7,2011,5238
FLEMINGTON RACECOURSE,50.3,2011,86
KENSINGTON,5124.4,2011,10259
MELBOURNE,14114.8,2011,21815
NORTH MELBOURNE,6121.2,2011,16361
PARKVILLE,1820.8,2011,6551
SOUTH YARRA - WEST,4603.7,2011,6426
SOUTHBANK,5923.7,2011,12174
ALBERT PARK,3516.6,2011,15009
ELWOOD,6456.4,2011,15666
PORT MELBOURNE,6098.6,2011,15413
PORT MELBOURNE INDUSTRIAL,2.2,2011,15
SOUTH MELBOURNE,5072.1,2011,10396
ST KILDA,6965.1,2011,24091
ST KILDA EAST,7209,2011,16686
ARMADALE,4475.2,2011,9301
PRAHRAN - WINDSOR,7210.3,2011,18738
SOUTH YARRA - EAST,7936.9,2011,15778
TOORAK,3261.3,2011,13768
ABBOTSFORD,4339.1,2011,5213
CARLTON NORTH - PRINCES HILL,3945.1,2011,8786
COLLINGWOOD,6657.3,2011,6867
FITZROY,8265.8,2011,10214
FITZROY NORTH,5189.9,2011,12143
RICHMOND (VIC.),5030.8,2011,27841
YARRA - NORTH,1771.6,2011,8621
ASHBURTON (VIC.),2925.9,2011,7940
BALWYN,3016.4,2011,16314
