Suburb,year,price
NARRE WARREN NORTH,2014,831500
NARRE WARREN SOUTH,2014,440000
NATHALIA,2014,190500
NEERIM SOUTH,2014,342500
NERRINA,2014,482500
NEW GISBORNE,2014,515000
NEWBOROUGH,2014,217500
NEWCOMB,2014,292000
NEWINGTON,2014,346500
NEWLANDS ARM,2014,302000
NEWPORT,2014,740000
NEWSTEAD,2014,297500
NEWTOWN (GEELONG),2014,620000
NHILL,2014,125000
NIDDRIE,2014,750000
NOBLE PARK,2014,440000
NOBLE PARK NORTH,2014,420000
NORLANE,2014,215500
NORTH BENDIGO,2014,280000
NORTH GEELONG,2014,302000
NORTH MELBOURNE,2014,828000
NORTH WONTHAGGI,2014,268000
NORTHCOTE,2014,936000
NOTTING HILL,2014,660000
NUMURKAH,2014,215000
NUNAWADING,2014,720000
NYAH WEST,2014,107500
NYORA,2014,265000
OAK PARK,2014,628500
OAKLEIGH,2014,801500
OAKLEIGH EAST,2014,812500
OAKLEIGH SOUTH,2014,700000
OCEAN GROVE,2014,515000
OFFICER,2014,339000
OLINDA,2014,520000
ORBOST,2014,150000
ORMOND,2014,1187500
OSBORNE,2014,541000
OUYEN,2014,77500
PAKENHAM,2014,350000
PARADISE BEACH,2014,178000
PARK ORCHARDS,2014,1103000
PARKDALE,2014,857000
PARKVILLE,2014,1467500
PASCOE VALE,2014,655000
PASCOE VALE SOUTH,2014,700000
PATTERSON GARDENS,2014,672000
PATTERSON LAKES,2014,734000
PAYNESVILLE,2014,300000
PEARCEDALE,2014,445000
PENSHURST,2014,132500
PETERBOROUGH,2014,307500
PIONEER BAY,2014,220000
PLENTY,2014,750000
PLUMPTON,2014,406500
POINT COOK,2014,450000
POINT LONSDALE,2014,710000
POREPUNKAH,2014,285000
PORT FAIRY,2014,427500
PORT MELBOURNE,2014,1010000
PORTARLINGTON,2014,410000
PORTLAND,2014,210000
PORTLAND NORTH,2014,248000
PORTSEA,2014,1310000
PRAHRAN,2014,1175000
PRESTON,2014,689500
PRINCES HILL,2014,1210000
QUARRY HILL,2014,355000
QUEENSCLIFF,2014,695000
RAINBOW,2014,77000
RAYMOND ISLAND,2014,280000
RED CLIFFS,2014,166000
RED HILL,2014,650000
REDAN,2014,245000
RESEARCH,2014,685000
RESERVOIR,2014,541000
RHYLL,2014,482000
RICHMOND,2014,961000
RIDDELLS CREEK,2014,435000
RINGWOOD,2014,661000
RINGWOOD EAST,2014,612000
RINGWOOD NORTH,2014,662000
RIPPLESIDE,2014,525000
RIPPONLEA,2014,977500
ROBINVALE,2014,160000
ROCHESTER,2014,215000
ROCKBANK,2014,280000
ROMSEY,2014,392000
ROSANNA,2014,781500
ROSEBUD,2014,365000
ROSEBUD SOUTH,2014,500000
ROSEBUD WEST,2014,365000
ROSEDALE,2014,210000
ROWVILLE,2014,617500
ROXBURGH PARK,2014,380000
RUPANYUP,2014,105000
RUSHWORTH,2014,158000
RUTHERGLEN,2014,195000
RYE,2014,460000
SAFETY BEACH,2014,522500
SAILORS GULLY,2014,262500
SALE,2014,300000
SAN REMO,2014,407000
SANCTUARY LAKES,2014,439000
SANDHURST,2014,548500
SANDRINGHAM,2014,1305000
SANDY POINT,2014,380000
SASSAFRAS,2014,556000
SCORESBY,2014,570000
SEA LAKE,2014,75000
SEABROOK,2014,400000
SEAFORD,2014,450000
SEAHOLME,2014,670000
SEASPRAY,2014,164000
SEBASTOPOL,2014,235500
SEDDON,2014,730000
SELBY,2014,445000
SEVILLE,2014,397500
SEVILLE EAST,2014,350000
SEYMOUR,2014,213000
SHEPPARTON,2014,243000
SHOREHAM,2014,620000
SILVAN,2014,415000
SILVERLEAVES,2014,460500
SKENES CREEK,2014,435000
SKYE,2014,413000
SMITHS BEACH,2014,390000
SOLDIERS HILL,2014,341000
SOMERS,2014,760000
SOMERVILLE,2014,397500
SORRENTO,2014,795000
SOUTH DUDLEY,2014,191000
SOUTH GEELONG,2014,470000
SOUTH KINGSVILLE,2014,671000
SOUTH MELBOURNE,2014,1200000
SOUTH MORANG,2014,420000
SOUTH YARRA,2014,1412500
SPOTSWOOD,2014,640000
SPRING GULLY,2014,350000
SPRINGVALE,2014,530000
SPRINGVALE SOUTH,2014,475000
ST ALBANS,2014,374500
ST ALBANS PARK,2014,330000
ST ANDREWS BEACH,2014,495000
ST ARNAUD,2014,145000
ST HELENA,2014,623000
ST KILDA,2014,1212500
ST KILDA EAST,2014,1050000
ST KILDA WEST,2014,2235000
ST LEONARDS,2014,362500
STANHOPE,2014,131000
STAWELL,2014,172500
STRATFORD,2014,261500
STRATHDALE,2014,380000
STRATHFIELDSAYE,2014,397500
STRATHMERTON,2014,172500
STRATHMORE,2014,870000
STRATHMORE HEIGHTS,2014,640000
STUDFIELD,2014,617500
SUNBURY,2014,360000
SUNDERLAND BAY,2014,337000
SUNSET STRIP,2014,310000
SUNSHINE,2014,479000
SUNSHINE NORTH,2014,425500
SUNSHINE WEST,2014,391000
SURF BEACH,2014,360000
SURREY HILLS,2014,1442500
SWAN HILL,2014,230000
SYDENHAM,2014,415000
SYNDAL,2014,1160000
TALLANGATTA,2014,200000
TANGAMBALANGA,2014,253000
TARNEIT,2014,395000
TATURA,2014,237500
TAWONGA SOUTH,2014,235000
TAYLORS HILL,2014,510000
TAYLORS LAKES,2014,510000
TECOMA,2014,478000
TEMPLESTOWE,2014,950000
TEMPLESTOWE LOWER,2014,827000
TERANG,2014,195000
THE BASIN,2014,464500
THE PATCH,2014,486500
THOMASTOWN,2014,419000
THOMSON (GEELONG),2014,290000
THORNBURY,2014,840000
TIMBOON,2014,210000
TONGALA,2014,179000
TOONGABBIE,2014,261500
TOORA,2014,155000
TOORADIN,2014,480000
TOORAK,2014,3325000
TOOTGAROOK,2014,402500
TORQUAY,2014,581500
TRAFALGAR,2014,311000
TRARALGON,2014,275000
TRARALGON EAST,2014,440000
TRAVANCORE,2014,848000
TRENTHAM,2014,340000
TRUGANINA,2014,390000
TULLAMARINE,2014,413500
TUNGAMAH,2014,140000
TYABB,2014,367500
UPPER FERNTREE GULLY,2014,500000
UPWEY,2014,476000
VENTNOR,2014,377500
VENUS BAY,2014,237000
VERMONT,2014,725000
VERMONT SOUTH,2014,815000
VIEWBANK,2014,725000
VIOLET TOWN,2014,199500
WAHGUNYAH,2014,213500
WALLAN,2014,360000
WALLAN EAST,2014,306000
WANDANA HEIGHTS,2014,582000
WANDIN NORTH,2014,439500
WANGARATTA,2014,255000
WANTIRNA,2014,667500
WANTIRNA SOUTH,2014,739000
WARBURTON,2014,315000
WARNEET,2014,355000
WARRACKNABEAL,2014,110000
WARRAGUL,2014,320000
WARRANDYTE,2014,764000
WARRANWOOD,2014,665000
WARRNAMBOOL,2014,323000
WATERWAYS,2014,845000
WATSONIA,2014,555000
WATSONIA NORTH,2014,572500
WATTLE GLEN,2014,500000
WAURN PONDS,2014,470000
WEDDERBURN,2014,135000
WENDOUREE,2014,247000
WENDOUREE WEST,2014,165000
WERRIBEE,2014,315000
WERRIBEE SOUTH,2014,600000
WESBURN,2014,288500
WEST FOOTSCRAY,2014,632500
WEST MELBOURNE,2014,971500
WEST WODONGA,2014,296000
WESTALL,2014,563000
WESTGARTH,2014,1100000
WESTMEADOWS,2014,419000
WHEELERS HILL,2014,803500
WHITE HILLS,2014,312500
WHITTINGTON,2014,262000
WHITTLESEA,2014,376000
WILLIAMS LANDING,2014,450000
WILLIAMSTOWN,2014,970000
WILLIAMSTOWN NORTH,2014,792000
WIMBLEDON HEIGHTS,2014,310000
WINCHELSEA,2014,287500
WINDSOR,2014,961000
WINTER VALLEY,2014,340500
WODONGA,2014,295000
WOLLERT,2014,395000
WONGA PARK,2014,675000
WONTHAGGI,2014,253000
WOODEND,2014,455000
WOOLAMAI WATERS,2014,383000
WOORI YALLOCK,2014,317000
WURRUK,2014,222000
WY YUNG,2014,285000
WYCHEPROOF,2014,103000
WYE RIVER,2014,646500
WYNDHAM VALE,2014,305000
YACKANDANDAH,2014,318000
YALLAMBIE,2014,580000
YALLOURN NORTH,2014,145000
YARRA GLEN,2014,460000
YARRA JUNCTION,2014,352000
YARRAGON,2014,303500
YARRAM,2014,202500
YARRAVILLE,2014,715500
YARRAWONGA,2014,297000
YEA,2014,255000
YINNAR,2014,240000
ABBOTSFORD,2015,925000
ABERFELDIE,2015,1185000
AIREYS INLET,2015,677500
AIRPORT WEST,2015,630000
ALBANVALE,2015,345000
ALBERT PARK,2015,1705000
ALBION,2015,472000
ALEXANDRA,2015,285000
ALFREDTON,2015,340000
ALLANSFORD,2015,259000
ALPHINGTON,2015,1271500
ALTONA,2015,715000
ALTONA EAST,2015,656000
ALTONA MEADOWS,2015,439000
ALTONA NORTH,2015,637500
ANGLESEA,2015,637000
APOLLO BAY,2015,435000
ARARAT,2015,210000
ARDEER,2015,381500
ARMADALE,2015,2160000
ARMSTRONG CREEK,2015,440000
ARTHURS SEAT,2015,820000
ASCOT (BENDIGO),2015,350000
ASCOT VALE,2015,880500
ASHBURTON,2015,1452500
ASHWOOD,2015,1140000
ASPENDALE,2015,790500
ASPENDALE GARDENS,2015,715000
ATTWOOD,2015,601500
AVENEL,2015,245000
AVOCA,2015,185000
AVONDALE HEIGHTS,2015,650000
AVONSLEIGH,2015,403000
BACCHUS MARSH,2015,354000
BADGER CREEK,2015,345000
BAIRNSDALE,2015,245000
BALACLAVA,2015,1033000
BALCOMBE,2015,870500
BALLAN,2015,359000
BALLARAT CENTRAL,2015,350000
BALLARAT EAST,2015,275000
BALLARAT NORTH,2015,312500
BALNARRING,2015,590000
BALNARRING BEACH,2015,887500
BALWYN,2015,2200000
BALWYN NORTH,2015,1850000
BANDIANA,2015,377500
BANNOCKBURN,2015,385000
BARANDUDA,2015,322000
BARWON HEADS,2015,771000
BAXTER,2015,338000
BAYSWATER,2015,627000
BAYSWATER NORTH,2015,580000
BEACONSFIELD,2015,558000
BEACONSFIELD UPPER,2015,606500
BEAUFORT,2015,207000
BEAUMARIS,2015,1372500
BEECHWORTH,2015,332000
BELGRAVE,2015,482500
BELGRAVE HEIGHTS,2015,595000
BELGRAVE SOUTH,2015,555500
BELL PARK,2015,340000
BELL POST HILL,2015,344500
BELLBRIDGE,2015,285000
BELLFIELD (GREATER MELBOURNE),2015,700000
BELMONT,2015,395500
BENALLA,2015,223000
BENDIGO,2015,355000
BENTLEIGH,2015,1216500
BENTLEIGH EAST,2015,993500
BERWICK,2015,535000
BEVERIDGE,2015,422500
BIRCHIP,2015,121500
BIRREGURRA,2015,302500
BITTERN,2015,380000
BLACK HILL,2015,291500
BLACK ROCK,2015,1577500
BLACKBURN,2015,1190000
BLACKBURN NORTH,2015,920000
BLACKBURN SOUTH,2015,920000
BLACKWOOD,2015,260000
BLAIRGOWRIE,2015,620000
BLIND BIGHT,2015,401000
BONBEACH,2015,700000
BONNIE DOON,2015,285000
BOOLARRA,2015,212500
BOORT,2015,130000
BORONIA,2015,587000
BOTANIC RIDGE,2015,564000
BOX HILL,2015,1500000
BOX HILL NORTH,2015,1056000
BOX HILL SOUTH,2015,1153000
BRAYBROOK,2015,550000
BREAKWATER,2015,267500
BRIAGOLONG,2015,215000
BRIAR HILL,2015,681000
BRIDGEWATER ON LODDON,2015,245000
BRIGHT,2015,392500
BRIGHTON,2015,2272500
BRIGHTON EAST,2015,1600000
BROADFORD,2015,267500
BROADMEADOWS,2015,370500
BROOKFIELD,2015,340000
BROOKLYN,2015,598500
BROWN HILL,2015,270000
BRUNSWICK,2015,860000
BRUNSWICK EAST,2015,888000
BRUNSWICK WEST,2015,862500
BULLEEN,2015,1054000
BUNDALONG,2015,370000
BUNDOORA,2015,600000
BUNINYONG,2015,359000
BUNYIP,2015,420000
BURNLEY,2015,999000
BURNSIDE,2015,420000
BURNSIDE HEIGHTS,2015,457500
BURWOOD,2015,1188000
BURWOOD EAST,2015,980000
CAIRNLEA,2015,565500
CALIFORNIA GULLY,2015,256500
CAMBERWELL,2015,1916500
CAMPBELLFIELD,2015,374000
CAMPBELLS CREEK,2015,384000
CAMPERDOWN,2015,218000
CANADIAN,2015,339500
CANTERBURY,2015,2481500
CAPE PATERSON,2015,350000
CAPE SCHANCK,2015,655000
CARDIGAN VILLAGE,2015,415000
CARISBROOK,2015,200000
CARLTON,2015,1201000
CARLTON NORTH,2015,1177500
CARNEGIE,2015,1263500
CAROLINE SPRINGS,2015,480000
CARRUM,2015,605500
CARRUM DOWNS,2015,370000
CASTERTON,2015,100000
CASTLEMAINE,2015,380000
CAULFIELD,2015,1650000
CAULFIELD EAST,2015,1165000
CAULFIELD NORTH,2015,1867500
CAULFIELD SOUTH,2015,1375000
CHADSTONE,2015,939000
CHARLTON,2015,179500
CHELSEA,2015,730000
CHELSEA HEIGHTS,2015,600000
CHELTENHAM,2015,890000
CHELTENHAM EAST,2015,770000
CHELTENHAM NORTH,2015,750000
CHEWTON,2015,369000
CHILTERN,2015,220000
CHIRNSIDE PARK,2015,555500
CHUM CREEK,2015,435000
CHURCHILL,2015,172500
CLARINDA,2015,670000
CLAYTON,2015,978000
CLAYTON NORTH,2015,1007500
CLAYTON SOUTH,2015,662500
CLIFTON HILL,2015,1080000
CLIFTON SPRINGS,2015,345000
CLUNES,2015,245000
CLYDE,2015,393500
CLYDE NORTH,2015,377000
COBDEN,2015,177000
COBRAM,2015,235000
COBURG,2015,775000
COBURG EAST,2015,690000
COBURG NORTH,2015,665000
COCKATOO,2015,385500
COHUNA,2015,180000
COLAC,2015,248000
COLDSTREAM,2015,441000
COLERAINE,2015,100000
COLLINGWOOD,2015,920000
CONNEWARRE,2015,800000
COOLAROO,2015,302500
COONANS HILL,2015,743000
CORINELLA,2015,346500
CORIO,2015,240000
CORONET BAY,2015,240000
CORRYONG,2015,155000
COWES,2015,415000
COWES WEST,2015,329500
CRAIGIEBURN,2015,390000
CRANBOURNE,2015,355000
CRANBOURNE EAST,2015,439500
CRANBOURNE NORTH,2015,420000
CRANBOURNE WEST,2015,349500
CREMORNE,2015,1000000
CRESWICK,2015,263000
CRIB POINT,2015,347500
CROYDON,2015,605000
CROYDON HILLS,2015,700000
CROYDON NORTH,2015,700000
CROYDON SOUTH,2015,600000
CURLEWIS,2015,375000
DALLAS,2015,321500
DANDENONG,2015,490000
DANDENONG NORTH,2015,481000
DARLEY,2015,379000
DAYLESFORD,2015,440000
DEEPDENE,2015,2720000
DEER PARK,2015,390000
DELACOMBE,2015,290000
DELAHEY,2015,399000
DENNINGTON,2015,345000
DERRIMUT,2015,468000
DIAMOND CREEK,2015,580000
DIGGERS REST,2015,322500
DIMBOOLA,2015,109500
DINGLEY VILLAGE,2015,690000
DINNER PLAIN,2015,359000
DON VALLEY,2015,387500
DONALD,2015,125000
DONCASTER,2015,1255000
DONCASTER EAST,2015,1100000
DONVALE,2015,975500
DOREEN,2015,450000
DOVETON,2015,348000
DROMANA,2015,551000
DROUIN,2015,320000
DRUMCONDRA,2015,760000
DRYSDALE,2015,414500
DUNKELD,2015,187500
DUNOLLY,2015,167500
EAGLE POINT,2015,335000
EAGLEHAWK,2015,283000
EAGLEMONT,2015,1714000
EAST BAIRNSDALE,2015,199000
EAST BENDIGO,2015,300000
EAST GEELONG,2015,440000
EAST MELBOURNE,2015,2100000
EAST WARBURTON,2015,305000
EASTWOOD,2015,332500
ECHUCA,2015,300000
EDENHOPE,2015,112500
EDITHVALE,2015,765000
EILDON,2015,208500
ELLIMINYT,2015,318000
ELMORE,2015,200000
ELSTERNWICK,2015,1574000
ELTHAM,2015,750000
ELTHAM NORTH,2015,743000
ELWOOD,2015,1605000
EMERALD,2015,502000
ENDEAVOUR HILLS,2015,496500
EPPING,2015,400000
EPSOM,2015,340000
ESSENDON,2015,1180500
ESSENDON NORTH,2015,804000
ESSENDON WEST,2015,920000
EUMEMMERRING,2015,402000
EUREKA,2015,247500
EUROA,2015,235500
EYNESBURY,2015,403500
FAIRFIELD,2015,1110000
FAIRHAVEN,2015,782000
FAWKNER,2015,510000
FERNTREE GULLY,2015,591000
FERNY CREEK,2015,621000
FINGAL,2015,855000
FITZROY,2015,1295000
FITZROY NORTH,2015,1149500
FIVEWAYS,2015,380000
FLEMINGTON,2015,822500
FLINDERS,2015,825000
FLORA HILL,2015,321000
FOOTSCRAY,2015,688500
FOREST HILL,2015,890000
FORREST,2015,240000
FOSTER,2015,325000
FRANKSTON,2015,426000
FRANKSTON NORTH,2015,297000
FRANKSTON SOUTH,2015,607000
GARDEN CITY,2015,1320000
GARFIELD,2015,370000
GEELONG,2015,599000
GEELONG WEST,2015,490000
GEMBROOK,2015,440000
GISBORNE,2015,549000
GLADSTONE PARK,2015,460000
GLEN HUNTLY,2015,1243000
GLEN IRIS,2015,1802000
GLEN WAVERLEY,2015,1218000
GLENGARRY,2015,286000
GLENROY,2015,558000
GOLDEN BEACH,2015,180000
GOLDEN POINT (BALLARAT),2015,258000
GOLDEN SQUARE,2015,305000
GORDON,2015,297500
GOUGHS BAY,2015,265000
GOWANBRAE,2015,581000
GRANTVILLE,2015,252500
GREEN LAKE,2015,281500
GREENSBOROUGH,2015,635000
GREENVALE,2015,540000
GROVEDALE,2015,370000
HADFIELD,2015,551500
HALLAM,2015,424000
HALLS GAP,2015,245000
HAMILTON,2015,200000
HAMLYN HEIGHTS,2015,384000
HAMPTON,2015,1623000
HAMPTON EAST,2015,1025000
HAMPTON PARK,2015,370000
HARCOURT,2015,295000
HARKAWAY,2015,550000
HASTINGS,2015,365000
HASTINGS WEST,2015,299000
HAWTHORN,2015,1932500
HAWTHORN EAST,2015,1800000
HEALESVILLE,2015,450000
HEATHCOTE,2015,240000
HEATHERTON,2015,771000
HEATHMONT,2015,763000
HEIDELBERG,2015,1035000
HEIDELBERG HEIGHTS,2015,670000
HEIDELBERG WEST,2015,580000
HEPBURN,2015,395000
HEPBURN SPRINGS,2015,375000
HERNE HILL,2015,368500
HEYFIELD,2015,182500
HEYWOOD,2015,173000
HIGHETT,2015,991000
HIGHTON,2015,505000
HILLSIDE (MELTON),2015,471000
HOPETOUN,2015,75000
HOPPERS CROSSING,2015,365000
HORSHAM,2015,240000
HUGHESDALE,2015,1165000
HUNTINGDALE,2015,855500
HUNTLY,2015,356500
HURSTBRIDGE,2015,547500
INDENTED HEAD,2015,380000
INGLEWOOD,2015,200000
INVERLEIGH,2015,355000
INVERLOCH,2015,425000
INVERMAY PARK,2015,405000
IRONBARK,2015,319000
IRYMPLE,2015,269000
IVANHOE,2015,1286000
IVANHOE EAST,2015,1550000
JACANA,2015,374500
JACKASS FLAT,2015,333500
JAMIESON,2015,252000
JAN JUC,2015,620000
JEERALANG NORTH,2015,175000
JEPARIT,2015,89000
JOLIMONT,2015,2350000
JUNCTION VILLAGE,2015,370000
JUNORTOUN,2015,395000
KALIMNA,2015,293500
KALLISTA,2015,523000
KALORAMA,2015,496000
KANGAROO FLAT,2015,304000
KANGAROO GROUND SOUTH,2015,650000
KANIVA,2015,100000
KEALBA,2015,400000
KEILOR,2015,703000
KEILOR DOWNS,2015,493000
KEILOR EAST,2015,655000
KEILOR LODGE,2015,555500
KEILOR PARK,2015,564000
KENNINGTON,2015,335000
KENSINGTON,2015,835000
KERANG,2015,152000
KEW,2015,2043500
KEW EAST,2015,1555500
KEW NORTH,2015,1635000
KEYSBOROUGH,2015,562000
KIALLA,2015,367500
KILCUNDA,2015,400000
KILLARA (WODONGA),2015,350000
KILMORE,2015,336500
KILSYTH,2015,540500
KILSYTH SOUTH,2015,676000
KINGLAKE,2015,340000
KINGS PARK,2015,355000
KINGSBURY,2015,560000
KINGSVILLE,2015,780000
KNOXFIELD,2015,687000
KOO WEE RUP,2015,343500
KOONDROOK,2015,198500
KOROIT,2015,292500
KORUMBURRA,2015,261500
KURUNJANG,2015,288500
KYABRAM,2015,240000
KYNETON,2015,425500
LAKE BOGA,2015,210000
LAKE GARDENS,2015,461000
LAKE TYERS BEACH,2015,330000
LAKE WENDOUREE,2015,690000
LAKES ENTRANCE,2015,255500
LALOR,2015,445000
LANCEFIELD,2015,360000
LANG LANG,2015,320000
LANGWARRIN,2015,450000
LARA,2015,348000
LARA LAKE,2015,375000
LAUNCHING PLACE,2015,366000
LAVERTON,2015,377000
LAVERTON SOUTH,2015,450000
LENEVA,2015,370500
LEONGATHA,2015,305000
LEOPOLD,2015,365000
LILYDALE,2015,535000
LINDENOW,2015,212500
LINTON,2015,152000
LISMORE,2015,115000
LOCH SPORT,2015,145000
LOCKINGTON,2015,220000
LONG GULLY,2015,244000
LONGWARRY,2015,302000
LORNE,2015,876500
LOVELY BANKS,2015,388500
LOWER PLENTY,2015,780000
LUCAS,2015,389500
LUCKNOW,2015,230000
LYNBROOK,2015,500000
LYNDHURST,2015,545000
LYSTERFIELD,2015,772000
LYSTERFIELD SOUTH,2015,1018500
MACEDON,2015,532500
MACLEOD,2015,748000
MADDINGLEY,2015,330000
MAFFRA,2015,227500
MAIDEN GULLY,2015,430000
MAIDSTONE,2015,628000
MALDON,2015,339000
MALLACOOTA,2015,268500
MALMSBURY,2015,410000
MALVERN,2015,2210000
MALVERN EAST,2015,1605000
MANIFOLD HEIGHTS,2015,489500
MANOR LAKES,2015,370500
MANSFIELD,2015,359000
MARIBYRNONG,2015,835000
MARONG,2015,367500
MARSHALL,2015,377000
MARYBOROUGH,2015,186000
MARYSVILLE,2015,125000
MCCRAE,2015,600000
MCKENZIE HILL,2015,158500
MCKINNON,2015,1446000
MEADOW HEIGHTS,2015,350000
MELTON,2015,255000
MELTON SOUTH,2015,265000
MELTON WEST,2015,323500
MENTONE,2015,950000
MENZIES CREEK,2015,580000
MERBEIN,2015,180000
MERINDA PARK,2015,345000
MERNDA,2015,411500
MERRICKS BEACH,2015,842500
METUNG,2015,309500
MICKLEHAM,2015,380000
MIDDLE PARK,2015,2317000
MILDURA,2015,252000
MILL PARK,2015,485000
MILLGROVE,2015,272500
MINERS REST,2015,335000
MINYIP,2015,94000
MIRBOO NORTH,2015,262000
MITCHAM,2015,887000
MITCHELL PARK,2015,260000
MOE,2015,164000
MOGGS CREEK,2015,670000
MONBULK,2015,471500
MONT ALBERT,2015,1835500
MONT ALBERT NORTH,2015,1355000
MONTMORENCY,2015,730000
MONTROSE,2015,560000
MOONEE PONDS,2015,997000
MOORABBIN,2015,855000
MOOROOLBARK,2015,560000
MOOROOPNA,2015,230000
MORDIALLOC,2015,850000
MORNINGTON,2015,630000
MORTLAKE,2015,120000
MORWELL,2015,150000
MOUNT BEAUTY,2015,189500
MOUNT CLEAR,2015,322000
MOUNT DANDENONG,2015,605000
MOUNT DUNEED,2015,545000
MOUNT ELIZA,2015,830000
MOUNT EVELYN,2015,494000
MOUNT HELEN,2015,355000
MOUNT MACEDON,2015,642500
MOUNT MARTHA,2015,767000
MOUNT PLEASANT,2015,293500
MOUNT WAVERLEY,2015,1269000
MULGRAVE,2015,765000
MURCHISON,2015,165000
MURRUMBEENA,2015,1200000
MURTOA,2015,91000
MYRTLEFORD,2015,240000
NAGAMBIE,2015,360500
NARRE WARREN,2015,430000
NARRE WARREN NORTH,2015,780000
NARRE WARREN SOUTH,2015,480000
NATHALIA,2015,178000
NEERIM SOUTH,2015,280000
NERRINA,2015,522500
NEW GISBORNE,2015,498000
NEWBOROUGH,2015,220000
NEWCOMB,2015,290500
NEWINGTON,2015,345000
NEWLANDS ARM,2015,275000
NEWPORT,2015,810000
NEWSTEAD,2015,365000
NEWTOWN (GEELONG),2015,635000
NHILL,2015,126000
NIDDRIE,2015,827500
NOBLE PARK,2015,510000
NOBLE PARK NORTH,2015,493500
NORLANE,2015,217000
NORTH BENDIGO,2015,286000
NORTH GEELONG,2015,337500
NORTH MELBOURNE,2015,900000
NORTH WONTHAGGI,2015,276500
NORTHCOTE,2015,1008500
NOTTING HILL,2015,780000
NUMURKAH,2015,218000
NUNAWADING,2015,880000
NYAH WEST,2015,135000
NYORA,2015,245000
OAK PARK,2015,663000
OAKLEIGH,2015,989000
OAKLEIGH EAST,2015,1050500
OAKLEIGH SOUTH,2015,830000
OCEAN GROVE,2015,518500
OFFICER,2015,435000
OLINDA,2015,542000
ORBOST,2015,145000
ORMOND,2015,1300000
OSBORNE,2015,578000
OUYEN,2015,103000
PAKENHAM,2015,365000
PARADISE BEACH,2015,188500
PARK ORCHARDS,2015,1225000
PARKDALE,2015,960000
PARKVILLE,2015,1315000
PASCOE VALE,2015,711000
PASCOE VALE SOUTH,2015,740000
PATTERSON GARDENS,2015,737500
PATTERSON LAKES,2015,780000
PAYNESVILLE,2015,300000
PEARCEDALE,2015,470000
PENSHURST,2015,191000
PETERBOROUGH,2015,296500
PIONEER BAY,2015,235000
PLENTY,2015,915500
PLUMPTON,2015,469000
POINT COOK,2015,488000
POINT LONSDALE,2015,690000
POREPUNKAH,2015,326000
PORT FAIRY,2015,450000
PORT MELBOURNE,2015,1274500
PORTARLINGTON,2015,410000
PORTLAND,2015,218500
PORTLAND NORTH,2015,330000
PORTSEA,2015,1800000
PRAHRAN,2015,1350000
PRESTON,2015,792000
PRINCES HILL,2015,1280000
QUARRY HILL,2015,377500
QUEENSCLIFF,2015,707500
RAINBOW,2015,68000
RAYMOND ISLAND,2015,282500
RED CLIFFS,2015,175000
RED HILL,2015,645000
REDAN,2015,249500
RESEARCH,2015,686000
RESERVOIR,2015,611000
RHYLL,2015,403500
RICHMOND,2015,1125000
RIDDELLS CREEK,2015,449000
RINGWOOD,2015,782500
RINGWOOD EAST,2015,750000
RINGWOOD NORTH,2015,781000
RIPPLESIDE,2015,582000
RIPPONLEA,2015,1400000
ROBINVALE,2015,181500
ROCHESTER,2015,234000
ROCKBANK,2015,211000
ROMSEY,2015,420000
ROSANNA,2015,915000
ROSEBUD,2015,388000
ROSEBUD SOUTH,2015,514500
ROSEBUD WEST,2015,390000
ROSEDALE,2015,175000
ROWVILLE,2015,710000
ROXBURGH PARK,2015,404000
RUPANYUP,2015,50000
RUSHWORTH,2015,177000
RUTHERGLEN,2015,228500
RYE,2015,489000
SAFETY BEACH,2015,585000
SAILORS GULLY,2015,235000
SALE,2015,299500
SAN REMO,2015,420000
SANCTUARY LAKES,2015,482000
SANDHURST,2015,619000
SANDRINGHAM,2015,1490000
SANDY POINT,2015,370000
SASSAFRAS,2015,562000
SCORESBY,2015,660000
SEA LAKE,2015,95000
SEABROOK,2015,456000
SEAFORD,2015,470000
SEAHOLME,2015,815000
SEASPRAY,2015,240000
SEBASTOPOL,2015,243000
SEDDON,2015,835000
SELBY,2015,469500
SEVILLE,2015,450000
SEVILLE EAST,2015,395000
SEYMOUR,2015,223500
SHEPPARTON,2015,250000
SHOREHAM,2015,886500
SILVAN,2015,480000
SILVERLEAVES,2015,484000
SKENES CREEK,2015,482500
SKYE,2015,428500
SMITHS BEACH,2015,450000
SOLDIERS HILL,2015,310000
SOMERS,2015,696500
SOMERVILLE,2015,425000
SORRENTO,2015,859000
SOUTH DUDLEY,2015,197500
SOUTH GEELONG,2015,436000
SOUTH KINGSVILLE,2015,742000
SOUTH MELBOURNE,2015,1280000
SOUTH MORANG,2015,450000
SOUTH YARRA,2015,1700000
SPOTSWOOD,2015,804000
SPRING GULLY,2015,350000
SPRINGVALE,2015,642500
SPRINGVALE SOUTH,2015,562000
ST ALBANS,2015,427000
ST ALBANS PARK,2015,329000
ST ANDREWS BEACH,2015,550000
ST ARNAUD,2015,141000
ST HELENA,2015,711000
ST KILDA,2015,1155000
ST KILDA EAST,2015,1367500
ST KILDA WEST,2015,1955500
ST LEONARDS,2015,375000
STANHOPE,2015,152500
STAWELL,2015,177000
STRATFORD,2015,260500
STRATHDALE,2015,410500
STRATHFIELDSAYE,2015,406500
STRATHMERTON,2015,185000
