Suburb,year,price
HURSTBRIDGE,2013,482000
INDENTED HEAD,2013,390000
INGLEWOOD,2013,160000
INVERLEIGH,2013,319500
INVERLOCH,2013,429000
INVERMAY PARK,2013,378000
IRONBARK,2013,276000
IRYMPLE,2013,248000
IVANHOE,2013,1080000
IVANHOE EAST,2013,1310000
JACANA,2013,334000
JACKASS FLAT,2013,287500
JAMIESON,2013,205000
JAN JUC,2013,557500
JEERALANG NORTH,2013,145500
JEPARIT,2013,80500
JOLIMONT,2013,2625000
JUNCTION VILLAGE,2013,312000
JUNORTOUN,2013,490000
KALIMNA,2013,230000
KALLISTA,2013,425000
KALORAMA,2013,442500
KANGAROO FLAT,2013,292000
KANGAROO GROUND SOUTH,2013,600000
KANIVA,2013,75000
KEALBA,2013,370000
KEILOR,2013,572500
KEILOR DOWNS,2013,400000
KEILOR EAST,2013,560000
KEILOR LODGE,2013,490000
KEILOR PARK,2013,455000
KENNINGTON,2013,351500
KENSINGTON,2013,690000
KERANG,2013,148500
KEW,2013,1751000
KEW EAST,2013,1210000
KEW NORTH,2013,1260000
KEYSBOROUGH,2013,440000
KIALLA,2013,360000
KILCUNDA,2013,375000
KILLARA (WODONGA),2013,355000
KILMORE,2013,325000
KILSYTH,2013,435000
KILSYTH SOUTH,2013,535000
KINGLAKE,2013,330000
KINGS PARK,2013,315000
KINGSBURY,2013,469000
KINGSVILLE,2013,635000
KNOXFIELD,2013,500000
KOO WEE RUP,2013,315000
KOONDROOK,2013,147500
KOROIT,2013,275000
KORUMBURRA,2013,237000
KURUNJANG,2013,287000
KYABRAM,2013,237000
KYNETON,2013,367000
LAKE BOGA,2013,200000
LAKE GARDENS,2013,445000
LAKE TYERS BEACH,2013,270000
LAKE WENDOUREE,2013,634000
LAKES ENTRANCE,2013,267500
LALOR,2013,365000
LANCEFIELD,2013,380000
LANG LANG,2013,285000
LANGWARRIN,2013,385000
LARA,2013,350000
LARA LAKE,2013,361000
LAUNCHING PLACE,2013,330000
LAVERTON,2013,325000
LAVERTON SOUTH,2013,392500
LENEVA,2013,342000
LEONGATHA,2013,300000
LEOPOLD,2013,360000
LILYDALE,2013,466500
LINDENOW,2013,200000
LINTON,2013,163500
LISMORE,2013,110000
LOCH SPORT,2013,169000
LOCKINGTON,2013,175000
LONG GULLY,2013,232000
LONGWARRY,2013,289500
LORNE,2013,855000
LOVELY BANKS,2013,360500
LOWER PLENTY,2013,685000
LUCAS,2013,348000
LUCKNOW,2013,235000
LYNBROOK,2013,430000
LYNDHURST,2013,465000
LYSTERFIELD,2013,681500
LYSTERFIELD SOUTH,2013,931500
MACEDON,2013,480000
MACLEOD,2013,650000
MADDINGLEY,2013,316500
MAFFRA,2013,226500
MAIDEN GULLY,2013,440000
MAIDSTONE,2013,531000
MALDON,2013,315000
MALLACOOTA,2013,285000
MALMSBURY,2013,292500
MALVERN,2013,1470000
MALVERN EAST,2013,1190000
MANIFOLD HEIGHTS,2013,532500
MANOR LAKES,2013,341000
MANSFIELD,2013,357500
MARIBYRNONG,2013,705500
MARONG,2013,310000
MARSHALL,2013,360000
MARYBOROUGH,2013,194000
MARYSVILLE,2013,180000
MCCRAE,2013,530000
MCKENZIE HILL,2013,365000
MCKINNON,2013,1025000
MEADOW HEIGHTS,2013,316500
MELTON,2013,245000
MELTON SOUTH,2013,240000
MELTON WEST,2013,310000
MENTONE,2013,700000
MENZIES CREEK,2013,515000
MERBEIN,2013,140500
MERINDA PARK,2013,310000
MERNDA,2013,375000
MERRICKS BEACH,2013,597500
METUNG,2013,337500
MICKLEHAM,2013,-
MIDDLE PARK,2013,1600000
MILDURA,2013,225500
MILL PARK,2013,408000
MILLGROVE,2013,245000
MINERS REST,2013,330500
MINYIP,2013,73500
MIRBOO NORTH,2013,265000
MITCHAM,2013,650000
MITCHELL PARK,2013,281000
MOE,2013,155000
MOGGS CREEK,2013,690000
MONBULK,2013,395000
MONT ALBERT,2013,1316000
MONT ALBERT NORTH,2013,995000
MONTMORENCY,2013,570500
MONTROSE,2013,445000
MOONEE PONDS,2013,825000
MOORABBIN,2013,683500
MOOROOLBARK,2013,440000
MOOROOPNA,2013,207000
MORDIALLOC,2013,680000
MORNINGTON,2013,525000
MORTLAKE,2013,129500
MORWELL,2013,160000
MOUNT BEAUTY,2013,180000
MOUNT CLEAR,2013,286000
MOUNT DANDENONG,2013,450000
MOUNT DUNEED,2013,286000
MOUNT ELIZA,2013,750000
MOUNT EVELYN,2013,406000
MOUNT HELEN,2013,344000
MOUNT MACEDON,2013,670000
MOUNT MARTHA,2013,727500
MOUNT PLEASANT,2013,287000
MOUNT WAVERLEY,2013,819000
MULGRAVE,2013,575000
MURCHISON,2013,186000
MURRUMBEENA,2013,870000
MURTOA,2013,95000
MYRTLEFORD,2013,220000
NAGAMBIE,2013,315000
NARRE WARREN,2013,370000
NARRE WARREN NORTH,2013,687000
NARRE WARREN SOUTH,2013,410000
NATHALIA,2013,165000
NEERIM SOUTH,2013,340000
NERRINA,2013,455000
NEW GISBORNE,2013,495000
NEWBOROUGH,2013,211500
NEWCOMB,2013,280000
NEWINGTON,2013,320000
NEWLANDS ARM,2013,320000
NEWPORT,2013,692500
NEWSTEAD,2013,300000
NEWTOWN (GEELONG),2013,567500
NHILL,2013,110000
NIDDRIE,2013,700000
NOBLE PARK,2013,400000
NOBLE PARK NORTH,2013,383000
NORLANE,2013,202500
NORTH BENDIGO,2013,270000
NORTH GEELONG,2013,277000
NORTH MELBOURNE,2013,760000
NORTH WONTHAGGI,2013,230000
NORTHCOTE,2013,801000
NOTTING HILL,2013,565000
NUMURKAH,2013,195000
NUNAWADING,2013,635000
NYAH WEST,2013,94000
NYORA,2013,222500
OAK PARK,2013,576500
OAKLEIGH,2013,655000
OAKLEIGH EAST,2013,652500
OAKLEIGH SOUTH,2013,603000
OCEAN GROVE,2013,457500
OFFICER,2013,342000
OLINDA,2013,496000
ORBOST,2013,156000
ORMOND,2013,994000
OSBORNE,2013,530000
OUYEN,2013,75000
PAKENHAM,2013,335500
PARADISE BEACH,2013,163500
PARK ORCHARDS,2013,952500
PARKDALE,2013,753500
PARKVILLE,2013,1186000
PASCOE VALE,2013,579000
PASCOE VALE SOUTH,2013,645500
PATTERSON GARDENS,2013,629000
PATTERSON LAKES,2013,640000
PAYNESVILLE,2013,283000
PEARCEDALE,2013,385000
PENSHURST,2013,144000
PETERBOROUGH,2013,287500
PIONEER BAY,2013,200000
PLENTY,2013,721000
PLUMPTON,2013,439000
POINT COOK,2013,450000
POINT LONSDALE,2013,700000
POREPUNKAH,2013,347000
PORT FAIRY,2013,400000
PORT MELBOURNE,2013,1000000
PORTARLINGTON,2013,391000
PORTLAND,2013,235000
PORTLAND NORTH,2013,300000
PORTSEA,2013,1195000
PRAHRAN,2013,990000
PRESTON,2013,630000
PRINCES HILL,2013,1216500
QUARRY HILL,2013,385000
QUEENSCLIFF,2013,630000
RAINBOW,2013,64500
RAYMOND ISLAND,2013,297500
RED CLIFFS,2013,165000
RED HILL,2013,522500
REDAN,2013,250000
RESEARCH,2013,605500
RESERVOIR,2013,510000
RHYLL,2013,393000
RICHMOND,2013,889000
RIDDELLS CREEK,2013,450000
RINGWOOD,2013,551000
RINGWOOD EAST,2013,547000
RINGWOOD NORTH,2013,631500
RIPPLESIDE,2013,590000
RIPPONLEA,2013,845000
ROBINVALE,2013,150000
ROCHESTER,2013,189500
ROCKBANK,2013,330000
ROMSEY,2013,387500
ROSANNA,2013,717000
ROSEBUD,2013,367000
ROSEBUD SOUTH,2013,425000
ROSEBUD WEST,2013,350000
ROSEDALE,2013,215000
ROWVILLE,2013,569000
ROXBURGH PARK,2013,365000
RUPANYUP,2013,75000
RUSHWORTH,2013,161000
RUTHERGLEN,2013,239000
RYE,2013,425000
SAFETY BEACH,2013,515000
SAILORS GULLY,2013,253000
SALE,2013,290000
SAN REMO,2013,410000
SANCTUARY LAKES,2013,480000
SANDHURST,2013,545000
SANDRINGHAM,2013,1182500
SANDY POINT,2013,352500
SASSAFRAS,2013,632500
SCORESBY,2013,510000
SEA LAKE,2013,80000
SEABROOK,2013,422500
SEAFORD,2013,418500
SEAHOLME,2013,641000
SEASPRAY,2013,152000
SEBASTOPOL,2013,241000
SEDDON,2013,675000
SELBY,2013,420000
SEVILLE,2013,400000
SEVILLE EAST,2013,339500
SEYMOUR,2013,220000
SHEPPARTON,2013,246500
SHOREHAM,2013,607000
SILVAN,2013,446500
SILVERLEAVES,2013,508000
SKENES CREEK,2013,465000
SKYE,2013,395000
SMITHS BEACH,2013,372500
SOLDIERS HILL,2013,283000
SOMERS,2013,660000
SOMERVILLE,2013,385000
SORRENTO,2013,770000
SOUTH DUDLEY,2013,192000
SOUTH GEELONG,2013,420500
SOUTH KINGSVILLE,2013,619000
SOUTH MELBOURNE,2013,1027500
SOUTH MORANG,2013,415000
SOUTH YARRA,2013,1165000
SPOTSWOOD,2013,680000
SPRING GULLY,2013,345000
SPRINGVALE,2013,450500
SPRINGVALE SOUTH,2013,430000
ST ALBANS,2013,350000
ST ALBANS PARK,2013,335000
ST ANDREWS BEACH,2013,480000
ST ARNAUD,2013,140000
ST HELENA,2013,612500
ST KILDA,2013,655000
ST KILDA EAST,2013,1050500
ST KILDA WEST,2013,1142500
ST LEONARDS,2013,350000
STANHOPE,2013,150000
STAWELL,2013,162500
STRATFORD,2013,230000
STRATHDALE,2013,392500
STRATHFIELDSAYE,2013,377000
STRATHMERTON,2013,166000
STRATHMORE,2013,825000
STRATHMORE HEIGHTS,2013,621000
STUDFIELD,2013,535000
SUNBURY,2013,354000
SUNDERLAND BAY,2013,324500
SUNSET STRIP,2013,301500
SUNSHINE,2013,435000
SUNSHINE NORTH,2013,400000
SUNSHINE WEST,2013,379000
SURF BEACH,2013,375000
SURREY HILLS,2013,1323000
SWAN HILL,2013,225000
SYDENHAM,2013,425000
SYNDAL,2013,950000
TALLANGATTA,2013,154000
TANGAMBALANGA,2013,272500
TARNEIT,2013,371000
TATURA,2013,222500
TAWONGA SOUTH,2013,219500
TAYLORS HILL,2013,487500
TAYLORS LAKES,2013,489000
TECOMA,2013,415000
TEMPLESTOWE,2013,865000
TEMPLESTOWE LOWER,2013,750000
TERANG,2013,161500
THE BASIN,2013,430000
THE PATCH,2013,407000
THOMASTOWN,2013,390000
THOMSON (GEELONG),2013,281000
THORNBURY,2013,729000
TIMBOON,2013,184000
TONGALA,2013,185000
TOONGABBIE,2013,234000
TOORA,2013,165000
TOORADIN,2013,420000
TOORAK,2013,2875000
TOOTGAROOK,2013,387000
TORQUAY,2013,580000
TRAFALGAR,2013,283000
TRARALGON,2013,269500
TRARALGON EAST,2013,435000
TRAVANCORE,2013,905000
TRENTHAM,2013,407500
TRUGANINA,2013,360000
TULLAMARINE,2013,395000
TUNGAMAH,2013,89000
TYABB,2013,370500
UPPER FERNTREE GULLY,2013,437500
UPWEY,2013,422500
VENTNOR,2013,370000
VENUS BAY,2013,242500
VERMONT,2013,610000
VERMONT SOUTH,2013,722500
VIEWBANK,2013,632000
VIOLET TOWN,2013,215000
WAHGUNYAH,2013,190000
WALLAN,2013,342500
WALLAN EAST,2013,312500
WANDANA HEIGHTS,2013,540000
WANDIN NORTH,2013,406500
WANGARATTA,2013,240000
WANTIRNA,2013,575500
WANTIRNA SOUTH,2013,579000
WARBURTON,2013,310000
WARNEET,2013,337000
WARRACKNABEAL,2013,107500
WARRAGUL,2013,315000
WARRANDYTE,2013,640000
WARRANWOOD,2013,603000
WARRNAMBOOL,2013,325000
WATERWAYS,2013,667000
WATSONIA,2013,505000
WATSONIA NORTH,2013,510000
WATTLE GLEN,2013,475000
WAURN PONDS,2013,446500
WEDDERBURN,2013,149000
WENDOUREE,2013,243500
WENDOUREE WEST,2013,200500
WERRIBEE,2013,309000
WERRIBEE SOUTH,2013,538000
WESBURN,2013,312500
WEST FOOTSCRAY,2013,545000
WEST MELBOURNE,2013,840000
WEST WODONGA,2013,272500
WESTALL,2013,515000
WESTGARTH,2013,920000
WESTMEADOWS,2013,388500
WHEELERS HILL,2013,740000
WHITE HILLS,2013,280000
WHITTINGTON,2013,259000
WHITTLESEA,2013,375000
WILLIAMS LANDING,2013,470000
WILLIAMSTOWN,2013,913000
WILLIAMSTOWN NORTH,2013,680000
WIMBLEDON HEIGHTS,2013,271500
WINCHELSEA,2013,287000
WINDSOR,2013,825000
WINTER VALLEY,2013,340000
WODONGA,2013,283000
WOLLERT,2013,400000
WONGA PARK,2013,674500
WONTHAGGI,2013,231000
WOODEND,2013,470000
WOOLAMAI WATERS,2013,349500
WOORI YALLOCK,2013,330000
WURRUK,2013,285000
WY YUNG,2013,283000
WYCHEPROOF,2013,95000
WYE RIVER,2013,813000
WYNDHAM VALE,2013,288500
YACKANDANDAH,2013,327500
YALLAMBIE,2013,532500
YALLOURN NORTH,2013,135000
YARRA GLEN,2013,420000
YARRA JUNCTION,2013,403000
YARRAGON,2013,258000
YARRAM,2013,190000
YARRAVILLE,2013,692500
YARRAWONGA,2013,305000
YEA,2013,257500
YINNAR,2013,220000
ABBOTSFORD,2014,862500
ABERFELDIE,2014,1045000
AIREYS INLET,2014,625500
AIRPORT WEST,2014,573500
ALBANVALE,2014,326500
ALBERT PARK,2014,1503000
ALBION,2014,432000
ALEXANDRA,2014,247500
ALFREDTON,2014,362000
ALLANSFORD,2014,242500
ALPHINGTON,2014,1028000
ALTONA,2014,645000
ALTONA EAST,2014,607500
ALTONA MEADOWS,2014,413000
ALTONA NORTH,2014,553500
ANGLESEA,2014,612500
APOLLO BAY,2014,460000
ARARAT,2014,201000
ARDEER,2014,360000
ARMADALE,2014,1750000
ARMSTRONG CREEK,2014,441500
ARTHURS SEAT,2014,705000
ASCOT (BENDIGO),2014,339000
ASCOT VALE,2014,809500
ASHBURTON,2014,1200000
ASHWOOD,2014,884000
ASPENDALE,2014,690000
ASPENDALE GARDENS,2014,632000
ATTWOOD,2014,515000
AVENEL,2014,302000
AVOCA,2014,174500
AVONDALE HEIGHTS,2014,565000
AVONSLEIGH,2014,355000
BACCHUS MARSH,2014,348000
BADGER CREEK,2014,325000
BAIRNSDALE,2014,242500
BALACLAVA,2014,943500
BALCOMBE,2014,742500
BALLAN,2014,330000
BALLARAT CENTRAL,2014,330000
BALLARAT EAST,2014,265000
BALLARAT NORTH,2014,312000
BALNARRING,2014,545000
BALNARRING BEACH,2014,700000
BALWYN,2014,1775000
BALWYN NORTH,2014,1451000
BANDIANA,2014,355000
BANNOCKBURN,2014,405000
BARANDUDA,2014,327500
BARWON HEADS,2014,710000
BAXTER,2014,325000
BAYSWATER,2014,525000
BAYSWATER NORTH,2014,490000
BEACONSFIELD,2014,525000
BEACONSFIELD UPPER,2014,507500
BEAUFORT,2014,220000
BEAUMARIS,2014,1125000
BEECHWORTH,2014,295000
BELGRAVE,2014,426000
BELGRAVE HEIGHTS,2014,480000
BELGRAVE SOUTH,2014,541000
BELL PARK,2014,323500
BELL POST HILL,2014,333500
BELLBRIDGE,2014,355000
BELLFIELD (GREATER MELBOURNE),2014,589000
BELMONT,2014,363000
BENALLA,2014,235500
BENDIGO,2014,375000
BENTLEIGH,2014,1050000
BENTLEIGH EAST,2014,849000
BERWICK,2014,488000
BEVERIDGE,2014,422500
BIRCHIP,2014,90000
BIRREGURRA,2014,337500
BITTERN,2014,390000
BLACK HILL,2014,321500
BLACK ROCK,2014,1400000
BLACKBURN,2014,936000
BLACKBURN NORTH,2014,790000
BLACKBURN SOUTH,2014,780000
BLACKWOOD,2014,266000
BLAIRGOWRIE,2014,630000
BLIND BIGHT,2014,343000
BONBEACH,2014,630000
BONNIE DOON,2014,275000
BOOLARRA,2014,260000
BOORT,2014,162500
BORONIA,2014,500000
BOTANIC RIDGE,2014,519000
BOX HILL,2014,1160000
BOX HILL NORTH,2014,858000
BOX HILL SOUTH,2014,907500
BRAYBROOK,2014,478500
BREAKWATER,2014,251500
BRIAGOLONG,2014,200000
BRIAR HILL,2014,627000
BRIDGEWATER ON LODDON,2014,197500
BRIGHT,2014,349500
BRIGHTON,2014,1905000
BRIGHTON EAST,2014,1300500
BROADFORD,2014,267000
BROADMEADOWS,2014,345000
BROOKFIELD,2014,350500
BROOKLYN,2014,540000
BROWN HILL,2014,286500
BRUNSWICK,2014,806000
BRUNSWICK EAST,2014,819500
BRUNSWICK WEST,2014,790000
BULLEEN,2014,860000
BUNDALONG,2014,336500
BUNDOORA,2014,553500
BUNINYONG,2014,385000
BUNYIP,2014,325000
BURNLEY,2014,1100000
BURNSIDE,2014,401000
BURNSIDE HEIGHTS,2014,442500
BURWOOD,2014,921000
BURWOOD EAST,2014,780000
CAIRNLEA,2014,545000
CALIFORNIA GULLY,2014,262000
CAMBERWELL,2014,1650000
CAMPBELLFIELD,2014,338000
CAMPBELLS CREEK,2014,345000
CAMPERDOWN,2014,186000
CANADIAN,2014,297000
CANTERBURY,2014,2100000
CAPE PATERSON,2014,332000
CAPE SCHANCK,2014,557500
CARDIGAN VILLAGE,2014,265000
CARISBROOK,2014,238500
CARLTON,2014,957000
CARLTON NORTH,2014,1095000
CARNEGIE,2014,995000
CAROLINE SPRINGS,2014,460000
CARRUM,2014,535000
CARRUM DOWNS,2014,346500
CASTERTON,2014,99000
CASTLEMAINE,2014,369500
CAULFIELD,2014,1322000
CAULFIELD EAST,2014,1168000
CAULFIELD NORTH,2014,1487500
CAULFIELD SOUTH,2014,1200000
CHADSTONE,2014,821500
CHARLTON,2014,131000
CHELSEA,2014,580000
CHELSEA HEIGHTS,2014,513000
CHELTENHAM,2014,776000
CHELTENHAM EAST,2014,670000
CHELTENHAM NORTH,2014,665000
CHEWTON,2014,296000
CHILTERN,2014,187500
CHIRNSIDE PARK,2014,480000
CHUM CREEK,2014,500000
CHURCHILL,2014,175000
CLARINDA,2014,606500
CLAYTON,2014,750000
CLAYTON NORTH,2014,850000
CLAYTON SOUTH,2014,580000
CLIFTON HILL,2014,962500
CLIFTON SPRINGS,2014,340000
CLUNES,2014,237500
CLYDE,2014,406000
CLYDE NORTH,2014,380000
COBDEN,2014,145000
COBRAM,2014,230000
COBURG,2014,710000
COBURG EAST,2014,599000
COBURG NORTH,2014,590000
COCKATOO,2014,365000
COHUNA,2014,175000
COLAC,2014,232500
COLDSTREAM,2014,405000
COLERAINE,2014,95000
COLLINGWOOD,2014,770000
CONNEWARRE,2014,807500
COOLAROO,2014,290000
COONANS HILL,2014,739000
CORINELLA,2014,267000
CORIO,2014,242000
CORONET BAY,2014,249000
CORRYONG,2014,135000
COWES,2014,360000
COWES WEST,2014,350000
CRAIGIEBURN,2014,360000
CRANBOURNE,2014,331500
CRANBOURNE EAST,2014,410000
CRANBOURNE NORTH,2014,378000
CRANBOURNE WEST,2014,330500
CREMORNE,2014,870000
CRESWICK,2014,270000
CRIB POINT,2014,338000
CROYDON,2014,525000
CROYDON HILLS,2014,606000
CROYDON NORTH,2014,600000
CROYDON SOUTH,2014,530000
CURLEWIS,2014,382500
DALLAS,2014,295000
DANDENONG,2014,435000
DANDENONG NORTH,2014,413500
DARLEY,2014,360000
DAYLESFORD,2014,400000
DEEPDENE,2014,2200000
DEER PARK,2014,365000
DELACOMBE,2014,295000
DELAHEY,2014,370000
DENNINGTON,2014,315000
DERRIMUT,2014,435000
DIAMOND CREEK,2014,550000
DIGGERS REST,2014,320000
DIMBOOLA,2014,90500
DINGLEY VILLAGE,2014,607000
DINNER PLAIN,2014,309000
DON VALLEY,2014,412500
DONALD,2014,120000
DONCASTER,2014,991000
DONCASTER EAST,2014,893500
DONVALE,2014,842500
DOREEN,2014,430000
DOVETON,2014,311500
DROMANA,2014,491000
DROUIN,2014,311000
DRUMCONDRA,2014,742000
DRYSDALE,2014,399000
DUNKELD,2014,170000
DUNOLLY,2014,170000
EAGLE POINT,2014,281500
EAGLEHAWK,2014,274500
EAGLEMONT,2014,1522500
EAST BAIRNSDALE,2014,160000
EAST BENDIGO,2014,330000
EAST GEELONG,2014,426000
EAST MELBOURNE,2014,1875000
EAST WARBURTON,2014,275000
EASTWOOD,2014,342000
ECHUCA,2014,285000
EDENHOPE,2014,130000
EDITHVALE,2014,670000
EILDON,2014,205000
ELLIMINYT,2014,314000
ELMORE,2014,176000
ELSTERNWICK,2014,1315000
ELTHAM,2014,670000
ELTHAM NORTH,2014,680000
ELWOOD,2014,1400000
EMERALD,2014,455000
ENDEAVOUR HILLS,2014,433500
EPPING,2014,386500
EPSOM,2014,342500
ESSENDON,2014,926500
ESSENDON NORTH,2014,840000
ESSENDON WEST,2014,785000
EUMEMMERRING,2014,365000
EUREKA,2014,238500
EUROA,2014,230000
EYNESBURY,2014,390000
FAIRFIELD,2014,930000
FAIRHAVEN,2014,955000
FAWKNER,2014,443000
FERNTREE GULLY,2014,505000
FERNY CREEK,2014,492500
FINGAL,2014,730000
FITZROY,2014,1105000
FITZROY NORTH,2014,1010000
FIVEWAYS,2014,315000
FLEMINGTON,2014,730000
FLINDERS,2014,808000
FLORA HILL,2014,323500
FOOTSCRAY,2014,645000
FOREST HILL,2014,720500
FORREST,2014,300000
FOSTER,2014,315000
FRANKSTON,2014,372000
FRANKSTON NORTH,2014,269000
FRANKSTON SOUTH,2014,555000
GARDEN CITY,2014,1055000
GARFIELD,2014,355000
GEELONG,2014,511500
GEELONG WEST,2014,469000
GEMBROOK,2014,400000
GISBORNE,2014,510000
GLADSTONE PARK,2014,400000
GLEN HUNTLY,2014,1135000
GLEN IRIS,2014,1500000
GLEN WAVERLEY,2014,958000
GLENGARRY,2014,283000
GLENROY,2014,499000
GOLDEN BEACH,2014,172500
GOLDEN POINT (BALLARAT),2014,265000
GOLDEN SQUARE,2014,305000
GORDON,2014,303000
GOUGHS BAY,2014,247500
GOWANBRAE,2014,560000
GRANTVILLE,2014,255000
GREEN LAKE,2014,254500
GREENSBOROUGH,2014,573000
GREENVALE,2014,539000
GROVEDALE,2014,362000
HADFIELD,2014,500000
HALLAM,2014,382000
HALLS GAP,2014,224500
HAMILTON,2014,200000
HAMLYN HEIGHTS,2014,366500
HAMPTON,2014,1337500
HAMPTON EAST,2014,862500
HAMPTON PARK,2014,337500
HARCOURT,2014,358000
HARKAWAY,2014,502500
HASTINGS,2014,368000
HASTINGS WEST,2014,277000
HAWTHORN,2014,1592500
HAWTHORN EAST,2014,1554000
HEALESVILLE,2014,400000
HEATHCOTE,2014,260000
HEATHERTON,2014,712000
HEATHMONT,2014,638000
HEIDELBERG,2014,850000
HEIDELBERG HEIGHTS,2014,580000
HEIDELBERG WEST,2014,464000
HEPBURN,2014,330000
HEPBURN SPRINGS,2014,350000
HERNE HILL,2014,357000
HEYFIELD,2014,180000
HEYWOOD,2014,150000
HIGHETT,2014,850000
HIGHTON,2014,510000
HILLSIDE (MELTON),2014,441500
HOPETOUN,2014,95500
HOPPERS CROSSING,2014,340000
HORSHAM,2014,215000
HUGHESDALE,2014,856000
HUNTINGDALE,2014,728000
HUNTLY,2014,325000
HURSTBRIDGE,2014,482000
INDENTED HEAD,2014,384000
INGLEWOOD,2014,145000
INVERLEIGH,2014,321500
INVERLOCH,2014,440000
INVERMAY PARK,2014,387000
IRONBARK,2014,280000
IRYMPLE,2014,228500
IVANHOE,2014,1203000
IVANHOE EAST,2014,1513000
JACANA,2014,345000
JACKASS FLAT,2014,360000
JAMIESON,2014,222500
JAN JUC,2014,595000
JEERALANG NORTH,2014,187000
JEPARIT,2014,63000
JOLIMONT,2014,2762500
JUNCTION VILLAGE,2014,320000
JUNORTOUN,2014,508500
KALIMNA,2014,285000
KALLISTA,2014,465000
KALORAMA,2014,451000
KANGAROO FLAT,2014,300000
KANGAROO GROUND SOUTH,2014,655000
KANIVA,2014,87500
KEALBA,2014,390000
KEILOR,2014,633000
KEILOR DOWNS,2014,429000
KEILOR EAST,2014,599000
KEILOR LODGE,2014,500000
KEILOR PARK,2014,510000
KENNINGTON,2014,345000
KENSINGTON,2014,730000
KERANG,2014,142500
KEW,2014,1967500
KEW EAST,2014,1314000
KEW NORTH,2014,1301000
KEYSBOROUGH,2014,456000
KIALLA,2014,365000
KILCUNDA,2014,320000
KILLARA (WODONGA),2014,399500
KILMORE,2014,319000
KILSYTH,2014,460000
KILSYTH SOUTH,2014,575000
KINGLAKE,2014,318000
KINGS PARK,2014,325000
KINGSBURY,2014,502500
KINGSVILLE,2014,701500
KNOXFIELD,2014,562500
KOO WEE RUP,2014,335000
KOONDROOK,2014,155000
KOROIT,2014,300000
KORUMBURRA,2014,222500
KURUNJANG,2014,280000
KYABRAM,2014,235000
KYNETON,2014,403000
LAKE BOGA,2014,145000
LAKE GARDENS,2014,445000
LAKE TYERS BEACH,2014,354000
LAKE WENDOUREE,2014,650000
LAKES ENTRANCE,2014,255000
LALOR,2014,385000
LANCEFIELD,2014,362000
LANG LANG,2014,295000
LANGWARRIN,2014,420000
LARA,2014,340000
LARA LAKE,2014,394000
LAUNCHING PLACE,2014,337500
LAVERTON,2014,360000
LAVERTON SOUTH,2014,420000
LENEVA,2014,356000
LEONGATHA,2014,295500
LEOPOLD,2014,367000
LILYDALE,2014,482500
LINDENOW,2014,226000
LINTON,2014,208000
LISMORE,2014,109000
LOCH SPORT,2014,153500
LOCKINGTON,2014,174000
LONG GULLY,2014,255000
LONGWARRY,2014,297500
LORNE,2014,815000
LOVELY BANKS,2014,406500
LOWER PLENTY,2014,675000
LUCAS,2014,355000
LUCKNOW,2014,229000
LYNBROOK,2014,460000
LYNDHURST,2014,482500
LYSTERFIELD,2014,670000
LYSTERFIELD SOUTH,2014,1000000
MACEDON,2014,460000
MACLEOD,2014,710000
MADDINGLEY,2014,320000
MAFFRA,2014,217500
MAIDEN GULLY,2014,415000
MAIDSTONE,2014,589500
MALDON,2014,327500
MALLACOOTA,2014,280000
MALMSBURY,2014,317500
MALVERN,2014,1917500
MALVERN EAST,2014,1385500
MANIFOLD HEIGHTS,2014,489000
MANOR LAKES,2014,360000
MANSFIELD,2014,347000
MARIBYRNONG,2014,750000
MARONG,2014,350000
MARSHALL,2014,382500
MARYBOROUGH,2014,200000
MARYSVILLE,2014,125000
MCCRAE,2014,535000
MCKENZIE HILL,2014,140000
MCKINNON,2014,1215000
MEADOW HEIGHTS,2014,322000
MELTON,2014,240000
MELTON SOUTH,2014,242500
MELTON WEST,2014,305000
MENTONE,2014,805000
MENZIES CREEK,2014,428000
MERBEIN,2014,166500
MERINDA PARK,2014,310000
MERNDA,2014,370000
MERRICKS BEACH,2014,952500
METUNG,2014,310000
MICKLEHAM,2014,440500
MIDDLE PARK,2014,2125000
MILDURA,2014,245000
MILL PARK,2014,430500
MILLGROVE,2014,261000
MINERS REST,2014,328000
MINYIP,2014,95000
MIRBOO NORTH,2014,250000
MITCHAM,2014,730000
MITCHELL PARK,2014,254500
MOE,2014,170000
MOGGS CREEK,2014,690000
MONBULK,2014,425000
MONT ALBERT,2014,1490000
MONT ALBERT NORTH,2014,1100000
MONTMORENCY,2014,617000
MONTROSE,2014,476500
MOONEE PONDS,2014,905000
MOORABBIN,2014,767000
MOOROOLBARK,2014,470000
MOOROOPNA,2014,215000
MORDIALLOC,2014,752500
MORNINGTON,2014,560000
MORTLAKE,2014,152500
MORWELL,2014,150000
MOUNT BEAUTY,2014,200000
MOUNT CLEAR,2014,291000
MOUNT DANDENONG,2014,610000
MOUNT DUNEED,2014,532000
MOUNT ELIZA,2014,775000
MOUNT EVELYN,2014,430000
MOUNT HELEN,2014,367500
MOUNT MACEDON,2014,600000
MOUNT MARTHA,2014,725000
MOUNT PLEASANT,2014,269500
MOUNT WAVERLEY,2014,950000
MULGRAVE,2014,627000
MURCHISON,2014,155000
MURRUMBEENA,2014,983000
MURTOA,2014,110000
MYRTLEFORD,2014,245000
NAGAMBIE,2014,378000
NARRE WARREN,2014,385500
